,Product Name,Avg. Rating,# Ratings,Price,Processor Type,Disk Size,RAM,Processor Speed
0,"MSI Aegis RS 12TG-261 Gaming & Entertainment Desktop PC (Intel i7-12700KF 12-Core, 64GB DDR5 4800MHz RAM, 2x8TB PCIe SSD RAID 1 (8TB), Win 10 Pro) with MS 365 Personal, Hub",NO RATING,NO NUM RATING,"$8,679..00",Core i7,8 TB,64 GB,3.60 GHz
1,"MSI Aegis RS 12TG-261 Gaming & Entertainment Desktop PC (Intel i7-12700KF 12-Core, 64GB DDR5 4800MHz RAM, 2x8TB PCIe SSD RAID 0 (16TB), GeForce RTX 3060 Ti, WiFi, Bluetooth, Win 11 Pro) with Hub",NO RATING,NO NUM RATING,"$8,589..00",Core i7,16 TB,64 GB,3.60 GHz
2,"MSI Aegis RS 12TG-261 Gaming & Entertainment Desktop PC (Intel i7-12700KF 12-Core, 64GB DDR5 4800MHz RAM, 2x8TB PCIe SSD RAID 1 (8TB), GeForce RTX 3060 Ti, WiFi, Bluetooth, Win 11 Pro) with Hub",NO RATING,NO NUM RATING,"$8,589..00",Core i7,8 TB,64 GB,3.60 GHz
3,"MSI Aegis RS 12TG-261 Gaming & Entertainment Desktop PC (Intel i7-12700KF 12-Core, 64GB DDR5 4800MHz RAM, 2x8TB PCIe SSD RAID 0 (16TB), GeForce RTX 3060 Ti, WiFi, Bluetooth, Win 10 Pro) with Hub",NO RATING,NO NUM RATING,"$8,569..00",Core i7,16 TB,64 GB,3.60 GHz
4,"MSI Aegis RS 12TG-261 Gaming & Entertainment Desktop PC (Intel i7-12700KF 12-Core, 64GB DDR5 4800MHz RAM, 2x8TB PCIe SSD RAID 1 (8TB), GeForce RTX 3060 Ti, WiFi, Bluetooth, Win 10 Pro) with Hub",NO RATING,NO NUM RATING,"$8,569..00",Core i7,8 TB,64 GB,3.60 GHz
5,Adamant Custom 24-Core Video Editing Rendering Modelling Workstation Desktop Computer System AMD Threadripper 3960X 3.8Ghz Rog Strix 256Gb DDR4 5TB HDD 1TB NVMe SSD 1000W GeForce RTX 3090 24Gb,NO RATING,NO NUM RATING,"$8,499..99",AMD R Series,5 TB,256 GB,3.80 GHz
6,"Velztorm Galax CTO SFF Desktop PC Liquid-Cooled (AMD Ryzen 7-5800X 8-Core, RTX 3080 Ti 12GB, 128GB DDR4, 8TB PCIe SSD, WiFi-N, RGB Fans, 750W PSU, Black, Win 10 Pro)",NO RATING,NO NUM RATING,"$8,248..00",AMD Ryzen 7,8 TB,128 GB,3.80 GHz
7,"Velztorm Partix (Black Gladio) CTO Gaming Desktop PC (Liquid Cooled AMD Ryzen 7-5800X 8-Core, 128GB DDR4, 8TB PCIe SSD + 6TB HDD (3.5), GeForce RTX 3080 10GB, AC WiFi, 750W PSU, RGB Light, W10H)",NO RATING,NO NUM RATING,"$8,178..00",AMD Ryzen 7,8 TB,128 GB,3.80 GHz
8,"Velztorm Aciex 12th Gen CTO Gaming Desktop (Intel i9-12900K (Alder Lake) 16-Core, RTX 3080 10GB, 64GB DDR5 4800MHz RAM, 8TB PCIe SSD, 360 mm AIO, 1000W PSU, WiFi6, BT 5.2, Win11H)",NO RATING,NO NUM RATING,"$8,128..00",Core i9,8 TB,64 GB,3.20 GHz
9,"Velztorm Prizma 12th Gen CTO Gaming Desktop (Intel i9-12900K (Alder Lake) 16-Core, Radeon RX 6900 XT 16GB, 64GB DDR5 4800MHz RAM, 4TB PCIe SSD + 6TB HDD, 240 mm AIO, WiFi 6, BT 5.2, Win10H)",NO RATING,NO NUM RATING,"$8,028..00",Core i9,4 TB,64 GB,3.20 GHz
10,"Velztorm Custom Built Powerful Gaming Desktop PC (AMD Ryzen 9-5950X 16-Core, 128GB RAM, 2TB PCIe SSD + 6TB HDD (3.5), GeForce RTX 3090, WiFi, 2xUSB 3.2, 1xUSB 3.0, Win 10 Home)",NO RATING,NO NUM RATING,"$7,778..00",AMD R Series,2 TB,128 GB,3.40 GHz
11,"Velztorm Prizma 12th Gen CTO Gaming Desktop (Intel Alder Lake i9-12900K 16-Core, GeForce RTX 3090 24GB, 64GB DDR5 4800MHz RAM, 4TB PCIe SSD, 240mm AIO, WiFi 6, BT 5.2, Win 10 Pro)",NO RATING,NO NUM RATING,"$7,748..00",Core i9,4 TB,64 GB,3.20 GHz
12,"MSI Aegis RS (Tower) Gaming Desktop, Intel Core i9-11900KF, GeForce RTX 3080 Ti, 32GB RAM, 1TB SSD + 2TB HDD, WiFi 6E, Liquid Cooling, USB Type-C, VR-Ready, Win10HA (11TF-241US)",2.9 out of 5 stars,3,,Core i9,1 TB,32 GB,3.5 GHz
13,"Velztorm White Ferrux Gaming Custom Desktop (AMD Ryzen 9-5900X 12-Core, GeForce RTX 3070, 128GB RAM, 8TB PCIe SSD + 6TB HDD, USB 3.2, HDMI, Display Port, Win 10 Pro)",NO RATING,NO NUM RATING,"$7,698..00",AMD R Series,8 TB,128 GB,3.70 GHz
14,"ROG Strix GA35 Gaming Desktop PC, GeForce RTX 3090, AMD Ryzen 9 5900X, 32GB DDR4 RAM, 1TB PCIe SSD + 2TB HDD, Dual Hot-Swap SSD Bays, ROG Scope & Chakram, Windows 10 Professional, GA35DX-XB999",4.2 out of 5 stars,21,,Ryzen 9,2 TB,32 GB,4.8 GHz
15,"Velztorm Prizma 12th Gen CTO Gaming Desktop (Intel Alder Lake i9-12900K 16-Core, GeForce RTX 3090 24GB, 64GB DDR5 4800MHz RAM, 2TB PCIe SSD+6TB HDD, 240mm AIO, WiFi 6, BT 5.2, Win 10 Pro)",NO RATING,NO NUM RATING,"$7,648..00",Core i9,2 TB,64 GB,3.20 GHz
16,"Velztorm Addux Open-Air Design Custom Gaming Desktop Liquid-Cooled-AMD Ryzen 9-5900X 12-Core, GeForce RTX 3090 24GB, 128GB DDR4, 2TB PCIe SSD+6TB HDD, 360mm AIO,VR Ready,750W PSU,WiFi-N,Win10Home",NO RATING,NO NUM RATING,"$7,578..00",AMD R Series,2 TB,128 GB,3.70 GHz
17,"Velztorm Ossix CTO SFF Gaming Desktop PC (AMD Ryzen 7 5800X 8-Core, 128GB DDR4, 8TB PCIe SSD + 6TB HDD (3.5), GeForce RTX 3070 8GB, RGB Fans, 750W PSU, WiFi 4, Win 10 Home)",NO RATING,NO NUM RATING,"$7,428..00",AMD Ryzen 7,8 TB,128 GB,3.80 GHz
18,Adamant Custom 24-Core Video Editing Rendering Modelling Workstation Desktop Computer System AMD Threadripper 3960X 3.8Ghz Rog Strix 64Gb DDR4 5TB HDD 1TB NVMe SSD 1000W GeForce RTX 3090 24Gb,NO RATING,NO NUM RATING,"$7,399..99",AMD R Series,5 TB,64 GB,3.80 GHz
19,"Velztorm White Ferrux Gaming Custom Desktop (AMD Ryzen 9-5900X 12-Core, GeForce RTX 3070, 128GB RAM, 8TB PCIe SSD, USB 3.2, HDMI, Display Port, Win 10 Pro)",NO RATING,NO NUM RATING,"$7,398..00",AMD R Series,8 TB,128 GB,3.70 GHz
20,"Velztorm White Ferrux Gaming Custom Desktop (AMD Ryzen 9-5900X 12-Core, GeForce RTX 3060, 128GB RAM, 8TB PCIe SSD + 6TB HDD, USB 3.2, HDMI, Display Port, Win 10 Pro)",NO RATING,NO NUM RATING,"$7,398..00",AMD R Series,8 TB,128 GB,3.70 GHz
21,"Lenovo Legion Tower 5i Gaming & Entertainment Desktop PC (Intel i5-11400 6-Core, 64GB RAM, 2x8TB PCIe SSD (16TB), GTX 1650 Super, WiFi, Bluetooth, HDMI, USB 3.2, Win 11 Pro) with Hub",NO RATING,NO NUM RATING,"$7,389..00",Core i5,16 TB,64 GB,2.60 GHz
22,"Lenovo Legion Tower 5i Gaming & Entertainment Desktop PC (Intel i5-11400 6-Core, 64GB RAM, 2x8TB PCIe SSD (16TB), GTX 1650 Super, WiFi, Bluetooth, HDMI, USB 3.2, Win 10 Pro) with Hub",NO RATING,NO NUM RATING,"$7,369..00",Core i5,16 TB,64 GB,2.60 GHz
23,"Velztorm Gladio CTO Powerful Gaming Desktop PC Liquid-Cooled (AMD Ryzen 9 5900X 12-Core, 128GB DDR4, 2TB PCIe SSD, GeForce RTX 3090 24GB, WRGB Fans, AC WiFi, BT, Win 10 Pro)",NO RATING,NO NUM RATING,"$7,348..00",AMD R Series,2 TB,128 GB,3.70 GHz
24,"Alienware Aurora R13 Gaming Desktop - Intel Core i7-12700F, 16GB DDR5 RAM, 512GB SSD + 1TB HDD, RTX 3060Ti 8GB GDDR6, Air Cooled, 6 Months Dell Migrate Services, Windows 11 Home - Lunar Light",3.4 out of 5 stars,4,"$1,901..64",Core i7,1 TB,16 GB,4.9 GHz
25,"YEYIAN Kunai X21 Gaming PC Computer, Intel 12th Gen Alder Lake i5-12600K 10-Core 3.7GHz, GeForce RTX 3060 12GB GDDR6, 1TB NVMe Gen 4 SSD, 16GB DDR4 3600MHz, 240mm AIO, WiFi 6, BT 5.2",4.4 out of 5 stars,62,"$1,699..00",Core i5,1 TB,16.00 GB,3.70 GHz
26,"Velztorm White Addux Open-Air Design Custom Gaming Desktop Liquid-Cooled (AMD Ryzen 9-5900X 12-Core, RTX 3090 24GB, 128GB DDR4, 2TB PCIe SSD + 6TB HDD, 360mm AIO, VR Ready, 750W PSU, WiFi-N, Win10H)",NO RATING,NO NUM RATING,"$7,294..10",AMD R Series,2 TB,128 GB,3.70 GHz
27,"2022 MSI Aegis RS 12TJ-282US Pro Extreme (i9-12900KF, 128GB RAM, 6TB NVMe SSD + 2TB HDD, RTX 3090 24GB, Windows 11) Gaming Desktop PC",NO RATING,NO NUM RATING,"$7,279..00",Intel Core i9,6 TB,128 GB,3.20 GHz
28,"2022 MSI Aegis RS 12TJ-251US Pro Extreme (i9-12900K, 128GB RAM, 6TB NVMe SSD + 2TB HDD, RTX 3090 24GB, Windows 11) Gaming Desktop PC",NO RATING,NO NUM RATING,"$7,279..00",Intel Core i9,6 TB,128 GB,3.20 GHz
29,"Velztorm Addux Open-Air Design Custom Gaming Desktop Liquid-Cooled-AMD Ryzen 9-5900X 12-Core, GeForce RTX 3090 24GB, 128GB DDR4, 2TB PCIe SSD, 360mm AIO,VR Ready,750W PSU,WiFi-N,Win10Home",NO RATING,NO NUM RATING,"$7,278..00",AMD R Series,2 TB,128 GB,3.70 GHz
30,"Velztorm White Ferrux Gaming Custom Desktop (AMD Ryzen 9-5900X 12-Core, GeForce RTX 3060 Ti, 128GB RAM, 8TB PCIe SSD, USB 3.2, HDMI, Display Port, Win 10 Home)",NO RATING,NO NUM RATING,"$7,128..00",AMD R Series,8 TB,128 GB,3.70 GHz
31,"Velztorm Prizma 12th Gen CTO Gaming Desktop (Intel Alder Lake i9-12900K 16-Core, GeForce RTX 3090 24GB, 32GB DDR5 4800MHz RAM, 2TB PCIe SSD+6TB HDD, 240mm AIO, WiFi 6, BT 5.2, Win 10 Pro)",NO RATING,NO NUM RATING,"$7,128..00",Core i9,2 TB,32 GB,3.20 GHz
32,"Velztorm White Addux Open-Air Design Custom Gaming Desktop Liquid-Cooled (AMD Ryzen 9-5900X 12-Core, RTX 3090 24GB, 128GB DDR4, 2TB PCIe SSD, 360mm AIO, VR Ready, 750W PSU, WiFi-N, Win10P)",NO RATING,NO NUM RATING,"$7,114..10",AMD R Series,2 TB,128 GB,3.70 GHz
33,"Velztorm Partix (Black Gladio) CTO Gaming Desktop PC (Liquid Cooled AMD Ryzen 7-5800X 8-Core, 128GB DDR4, 8TB PCIe SSD, GeForce RTX 3070 8GB, AC WiFi, 750W PSU, RGB Light, Win10P)",NO RATING,NO NUM RATING,"$7,098..00",AMD Ryzen 7,8 TB,128 GB,3.80 GHz
34,"Velztorm Gladio CTO Powerful Gaming Desktop PC Liquid-Cooled (AMD Ryzen 9 5900X 12-Core, 64GB DDR4, 4TB PCIe SSD + 6TB HDD (3.5), GeForce RTX 3090 24GB, WRGB Fans, AC WiFi, BT, Win 10 Pro)",4.1 out of 5 stars,13,"$7,088..00",AMD R Series,4 TB,64 GB,3.70 GHz
35,"Velztorm Lux CTO Gaming Desktop PC Liquid-Cooled (AMD Ryzen 9-5950X 16-Core, 128GB, 2TB PCIe SSD + 6TB HDD (3.5), GeForce RTX 3080 Ti 12GB, AC WiFi, 360mm AIO, RGB Fans, 1000W PSU, Win10P)",NO RATING,NO NUM RATING,"$7,069..60",AMD R Series,2 TB,128 GB,3.40 GHz
36,"Velztorm Ferrux CTO Gaming Desktop PC Liquid-Cooled (AMD Ryzen 9-5900X 12-Core, 128GB DDR4, 8TB PCIe SSD + 6TB HDD (3.5), GeForce GTX 1660 Super 4GB, WiFi-N, 240mm AIO, RGB Fans, 750W PSU, Win10P)",NO RATING,NO NUM RATING,"$7,048..00",AMD R Series,8 TB,128 GB,3.70 GHz
37,Adamant Custom 32-Core Liquid Cooled Workstation Desktop Computer AMD Threadripper 3970X 3.7GHz TRX40 Aorus 128Gb RAM 2TB NVMe SSD 5TB HDD 1000W Toughpower PSU WiFi Bluetooth Quadro P2200 5Gb,NO RATING,NO NUM RATING,"$6,999..99",AMD R Series,5 TB,128 GB,3.70 GHz
38,2020 Dell Alienware Aurora R11 Desktop - Intel Core i9 10th Gen - i9-10900K - 10 Core 5.3Ghz - 2TB SSD - 64GB RAM - 2 x Nvidia GeForce RTX 2080 Ti in SLI - Windows 10 Pro (Renewed),NO RATING,NO NUM RATING,"$6,999..00",Core i9,2000 GB,64.00 GB,3.70 GHz
39,2020 Dell Alienware Aurora R11 Desktop - Intel Core i9 10th Gen - i9-10900F - 5.2Ghz - 2TB 1TB SSD - 64GB RAM - Nvidia GeForce RTX 2080 Ti - Windows 10 Home (Renewed),NO RATING,NO NUM RATING,"$6,999..00",Core i9,2000 GB,64.00 GB,2.80 GHz
40,"Velztorm Ballizta Gaming Custom Desktop (AMD Ryzen 9-5950X 16-Core, GeForce RTX 3050, 128GB RAM, 8TB PCIe SSD + 6TB HDD, USB 3.2, HDMI, Display Port, Win 10 Pro)",NO RATING,NO NUM RATING,"$6,998..00",AMD R Series,8 TB,128 GB,3.40 GHz
41,"Velztorm Prizma 12th Gen CTO Gaming Desktop (Intel Alder Lake i9-12900K 16-Core, GeForce RTX 3090 24GB, 64GB DDR5 4800MHz RAM, 1TB PCIe SSD+3TB HDD, 240mm AIO, WiFi 6, BT 5.2, Win 10 Pro)",NO RATING,NO NUM RATING,"$6,948..00",Core i9,1 TB,64 GB,3.20 GHz
42,"Velztorm Archux CTO Gaming Desktop PC Black (AMD Ryzen 7 3700X 8-Core, 128GB DDR4, 8TB PCIe SSD, Radeon RX 6700 XT 12GB, 120mm AIO, RGB Fans, 750W PSU, Win 10 Pro)",NO RATING,NO NUM RATING,"$6,948..00",AMD Ryzen 7,8 TB,128 GB,3.60 GHz
43,"Velztorm White Addux Gaming & Entertainment Custom Desktop (AMD Ryzen 9-5900X 12-Core, GeForce RTX 3050, 128GB RAM, 8TB PCIe SSD + 6TB HDD, WiFi, USB 3.2, HDMI, Display Port, Win 10 Pro)",NO RATING,NO NUM RATING,"$6,848..00",AMD R Series,8 TB,128 GB,3.70 GHz
44,"Velztorm Prizma 12th Gen CTO Gaming Desktop (Intel i9-12900K (Alder Lake) 16-Core, Radeon RX 6900 XT 16GB, 64GB DDR5 4800MHz RAM, 1TB PCIe SSD, 240 mm AIO, WiFi 6, BT 5.2, Win10P)",NO RATING,NO NUM RATING,"$6,848..00",Core i9,1 TB,64 GB,3.20 GHz
45,"Velztorm Azcia CTO Gaming Desktop PC Liquid-Cooled (AMD Ryzen 7-5800X 8-Core, 128GB DDR4, 8TB PCIe SSD, GeForce GTX 3060 12GB, VR Ready, 240mm AIO, RGB Fans, 750W PSU, WiFi, Win10P)",NO RATING,NO NUM RATING,"$6,848..00",AMD Ryzen 7,8 TB,128 GB,3.80 GHz
46,"Velztorm Addux Open-Air Design Custom Gaming Desktop Liquid-Cooled-AMD Ryzen 9-5900X 12-Core, GeForce RTX 3090 24GB, 64GB DDR4, 4TB PCIe SSD, 360mm AIO,VR Ready,750W PSU,WiFi-N,Win10Pro",NO RATING,NO NUM RATING,"$6,838..00",AMD R Series,4 TB,64 GB,3.70 GHz
47,"Velztorm Gladio CTO Powerful Gaming Desktop PC Liquid-Cooled (AMD Ryzen 9 5900X 12-Core, 64GB DDR4, 4TB PCIe SSD, GeForce RTX 3090 24GB, WRGB Fans, AC WiFi, BT, Win 10 Pro)",NO RATING,NO NUM RATING,"$6,788..00",AMD R Series,4 TB,64 GB,3.70 GHz
48,"Velztorm Lux CTO Gaming Desktop PC Liquid-Cooled (AMD Ryzen 9-5950X 16-Core, 128GB, 2TB PCIe SSD, GeForce RTX 3080 Ti 12GB, AC WiFi, 360mm AIO, RGB Fans, 1000W PSU, Win10P)",NO RATING,NO NUM RATING,"$6,769..60",AMD R Series,2 TB,128 GB,3.40 GHz
49,"Velztorm Ferrux CTO Gaming Desktop PC Liquid-Cooled (AMD Ryzen 9-5900X 12-Core, 128GB DDR4, 8TB PCIe SSD, GeForce GTX 1660 Super 4GB, WiFi-N, 240mm AIO, RGB Fans, 750W PSU, Win10P)",NO RATING,NO NUM RATING,"$6,748..00",AMD R Series,8 TB,128 GB,3.70 GHz
50,"Alienware Aurora R13 Gaming Desktop - Intel Core i7-12700F, 16GB DDR5 RAM, 512GB SSD + 1TB HDD, RTX 3060Ti 8GB GDDR6, Air Cooled, 6 Months Dell Migrate Services, Windows 11 Home - Lunar Light",3.4 out of 5 stars,4,"$1,901..64",Core i7,1 TB,16 GB,4.9 GHz
51,"YEYIAN Kunai X21 Gaming PC Computer, Intel 12th Gen Alder Lake i5-12600K 10-Core 3.7GHz, GeForce RTX 3060 12GB GDDR6, 1TB NVMe Gen 4 SSD, 16GB DDR4 3600MHz, 240mm AIO, WiFi 6, BT 5.2",4.4 out of 5 stars,62,"$1,699..00",Core i5,1 TB,16.00 GB,3.70 GHz
52,"Velztorm Gladio CTO Powerful Gaming Desktop PC Liquid-Cooled (AMD Ryzen 9 5900X 12-Core, 128GB DDR4, 2TB PCIe SSD+6TB HDD (3.5), GeForce RTX 3080 TI 12GB, WRGB Fans, AC WiFi, BT, Win 10 Pro)",NO RATING,NO NUM RATING,"$6,748..00",AMD R Series,2 TB,128 GB,3.70 GHz
53,Adamant Custom 24-Core Workstation Desktop Computer PC System AMD Ryzen Threadripper 3960X 3.8Ghz ROG Strix 256Gb DDR4 RAM 8TB HDD 2TB NVMe SSD 1000W PSU GeForce RTX 2060 6Gb,NO RATING,NO NUM RATING,"$6,699..99",AMD R Series,8 TB,256 GB,3.80 GHz
54,"Velztorm Ballizta Gaming Custom Desktop (AMD Ryzen 9-5950X 16-Core, GeForce RTX 3050, 128GB RAM, 8TB PCIe SSD, USB 3.2, HDMI, Display Port, Win 10 Pro)",NO RATING,NO NUM RATING,"$6,698..00",AMD R Series,8 TB,128 GB,3.40 GHz
55,"Velztorm White Ferrux CTO Gaming Desktop Liquid-Cooled (AMD Ryzen 9-5900X 12-Core, GeForce GTX 1050 Ti 4GB, 128GB DDR4, 8TB PCIe SSD + 6TB HDD, RGB Fans, 750W PSU, Wi-Fi 4, Win 10 Pro)",NO RATING,NO NUM RATING,"$6,698..00",AMD R Series,8 TB,128 GB,3.70 GHz
56,"Velztorm Prizma 12th Gen CTO Gaming Desktop (Intel i9-12900K (Alder Lake) 16-Core, Radeon RX 6900 XT 16GB, 32GB DDR5 4800MHz RAM, 512GB PCIe SSD+1TB HDD, 240 mm AIO, WiFi 6, BT 5.2, Win10P)",NO RATING,NO NUM RATING,"$6,678..00",Core i9,512 GB,32 GB,3.20 GHz
57,"Velztorm Aciex 12th Gen CTO Gaming Desktop (Intel i9-12900K (Alder Lake) 16 Core, RTX 3080 10GB, 64GB DDR5 4800MHz RAM, 4TB PCIe SSD, 360 mm AIO, 1000W PSU, WiFi6, BT 5.2, Win11P)",NO RATING,NO NUM RATING,"$6,648..00",Core i9,4 TB,64 GB,3.20 GHz
58,"Velztorm Azcia Gaming Desktop PC (AMD Ryzen 7-5800X 8-Core, GeForce RTX 3050, 128GB RAM, 8TB PCIe SSD + 6TB HDD (3.5), WiFi, USB 3.2, HDMI, Display Port, Win 10 Pro)",NO RATING,NO NUM RATING,"$6,598..00",AMD Ryzen 7,8 TB,128 GB,3.80 GHz
59,"Velztorm Prizma 12th Gen CTO Gaming Desktop (Intel i9-12900K (Alder Lake) 16-Core, Radeon RX 6900 XT 16GB, 32GB DDR5 4800MHz RAM, 512GB PCIe SSD+2TB HDD, 240 mm AIO, WiFi 6, BT 5.2, Win10H)",NO RATING,NO NUM RATING,"$6,598..00",Core i9,512 GB,32 GB,3.20 GHz
60,"Velztorm White Addux Open-Air Design Custom Gaming Desktop Liquid-Cooled (AMD Ryzen 9-5900X 12-Core, RTX 3090 24GB, 64GB DDR4, 4TB PCIe SSD, 360mm AIO, VR Ready, 750W PSU, WiFi-N, Win10P)",NO RATING,NO NUM RATING,"$6,554..10",AMD R Series,4 TB,64 GB,3.70 GHz
61,"Velztorm White Addux Gaming & Entertainment Custom Desktop (AMD Ryzen 9-5900X 12-Core, GeForce RTX 3050, 128GB RAM, 8TB PCIe SSD, WiFi, USB 3.2, HDMI, Display Port, Win 10 Pro)",NO RATING,NO NUM RATING,"$6,548..00",AMD R Series,8 TB,128 GB,3.70 GHz
62,"Velztorm Galax CTO SFF Desktop PC Liquid-Cooled (AMD Ryzen 7-5800X 8-Core, RTX 3080 Ti 12GB, 128GB DDR4, 2TB PCIe SSD + 6TB HDD (3.5), WiFi-N, RGB Fans, 750W PSU, Black, Win 10 Pro)",NO RATING,NO NUM RATING,"$6,548..00",AMD Ryzen 7,2 TB,128 GB,3.80 GHz
63,"Velztorm Aciex 12th Gen CTO Gaming Desktop (Intel i9-12900K (Alder Lake) 16-Core, RTX 3090 24GB, 32GB DDR5 4800MHz RAM, 1TB PCIe SSD + 6TB HDD, 360 mm AIO, 1000W PSU, WiFi 6, BT 5.2, Win10P)",NO RATING,NO NUM RATING,"$6,528..00",Core i9,1 TB,32 GB,3.20 GHz
64,"Velztorm Aciex 12th Gen CTO Gaming Desktop (Intel i9-12900K (Alder Lake) 16-Core, RTX 3080 10GB, 64GB DDR5 4800MHz RAM, 4TB PCIe SSD, 360 mm AIO, 1000W PSU, WiFi6, BT 5.2, Win11H)",NO RATING,NO NUM RATING,"$6,528..00",Core i9,4 TB,64 GB,3.20 GHz
65,Adamant Custom 16-Core Modelling Rendering Workstation Desktop Computer AMD Ryzen 9 5950X 3.4GHz X570 Rog Strix 128Gb DDR4 2TB NVMe PCIe 4.0 SSD 10TB HDD 1000W Toughpower PSU Geforce RTX 3090,NO RATING,NO NUM RATING,"$6,499..99",AMD R Series,10 TB,128 GB,3.40 GHz
66,2020 Dell Alienware Aurora R11 Desktop - Intel Core i9 10th Gen - i9-10900KF - 10 Core 5.3Ghz - 2TB SSD + 2TB - 64GB RAM - Nvidia GeForce RTX 3090 - Windows 10 Home (Renewed),NO RATING,NO NUM RATING,"$6,499..00",Core i9,2000 GB,64.00 GB,3.70 GHz
67,"Velztorm Aciex 12th Gen CTO Gaming Desktop (Intel i9-12900K (Alder Lake) 16-Core, RTX 3080 10GB, 64GB DDR5 4800MHz RAM, 2TB PCIe SSD+3TB HDD, 360 mm AIO, 1000W PSU, WiFi6, BT 5.2, Win10P)",NO RATING,NO NUM RATING,"$6,448..00",Core i9,2 TB,64 GB,3.20 GHz
68,"Velztorm Pilum CTO Gaming Desktop PC Liquid-Cooled (AMD Ryzen 7-3700X 8-Core, 128GB DDR4, 8TB PCIe SSD + 6TB HDD (3.5), AMD Radeon 6600XT 8GB, 120mm AIO, RGB Fans, 750W PSU WiFi-N, Win10P)",NO RATING,NO NUM RATING,"$6,430..00",AMD Ryzen 7,8 TB,128 GB,3.60 GHz
69,"Velztorm White Ferrux CTO Gaming Desktop Liquid-Cooled (AMD Ryzen 9-5900X 12-Core, GeForce GTX 1050 Ti 4GB, 128GB DDR4, 8TB PCIe SSD, RGB Fans, 750W PSU, Wi-Fi 4, Win 10 Pro)",NO RATING,NO NUM RATING,"$6,398..00",AMD R Series,8 TB,128 GB,3.70 GHz
70,"Velztorm Aciex 12th Gen CTO Gaming Desktop (Intel i9-12900K (Alder Lake) 16-Core, RTX 3080 10GB, 64GB DDR5 4800MHz RAM, 2TB PCIe SSD+3TB HDD, 360 mm AIO, 1000W PSU, WiFi6, BT 5.2, Win10H)",NO RATING,NO NUM RATING,"$6,328..00",Core i9,2 TB,64 GB,3.20 GHz
71,"Velztorm Nix Custom Built Gaming Desktop PC Snow White (AMD Ryzen 5 5600X 6-Core, 64GB RAM, 4TB PCIe SSD, Radeon RX 6900 XT, 1xUSB 3.2, 3xUSB 3.0, 1xHDMI, Win 10 Home)",NO RATING,NO NUM RATING,"$6,318..00",AMD R Series,4 TB,64 GB,3.70 GHz
72,Adamant Custom 16-Core Modelling Rendering Workstation Desktop Computer AMD Ryzen 9 5950X 3.4GHz X570 Rog Strix 128Gb DDR4 1TB NVMe PCIe 4.0 SSD 8TB HDD 1000W Toughpower PSU Geforce RTX 3090,NO RATING,NO NUM RATING,"$6,299..99",AMD R Series,8 TB,128 GB,3.40 GHz
73,"MSI Aegis RS 12TD-260 Gaming & Entertainment Desktop PC (Intel i7-12700K 12-Core, 64GB DDR5 4800MHz RAM, 8TB PCIe SSD, GeForce RTX 3070, WiFi, Win 11 Pro) with MS 365 Personal, Hub",NO RATING,NO NUM RATING,"$6,299..00",Core i7,8 TB,64 GB,3.60 GHz
74,"Velztorm Partix (Black Gladio) CTO Gaming Desktop PC (Liquid Cooled AMD Ryzen 7-5800X 8-Core, 128GB DDR4, 2TB PCIe SSD + 6TB HDD (3.5), GeForce RTX 3080 10GB, 10GB, AC WiFi, 750W PSU, RGB Light, W10P)",NO RATING,NO NUM RATING,"$6,298..00",AMD Ryzen 7,2 TB,128 GB,3.80 GHz
75,"MSI Aegis RS 12TD-260 Gaming & Entertainment Desktop PC (Intel i7-12700K 12-Core, 64GB DDR5 4800MHz RAM, 8TB PCIe SSD, GeForce RTX 3070, WiFi, Win 10 Pro) with MS 365 Personal, Hub",NO RATING,NO NUM RATING,"$6,279..00",Core i7,8 TB,64 GB,3.60 GHz
76,"Alienware Aurora R13 Gaming Desktop - Intel Core i7-12700F, 16GB DDR5 RAM, 512GB SSD + 1TB HDD, RTX 3060Ti 8GB GDDR6, Air Cooled, 6 Months Dell Migrate Services, Windows 11 Home - Lunar Light",3.4 out of 5 stars,4,"$1,901..64",Core i7,1 TB,16 GB,4.9 GHz
77,"YEYIAN Kunai X21 Gaming PC Computer, Intel 12th Gen Alder Lake i5-12600K 10-Core 3.7GHz, GeForce RTX 3060 12GB GDDR6, 1TB NVMe Gen 4 SSD, 16GB DDR4 3600MHz, 240mm AIO, WiFi 6, BT 5.2",4.4 out of 5 stars,62,"$1,699..00",Core i5,1 TB,16.00 GB,3.70 GHz
78,"Velztorm Gladio CTO Powerful Gaming Desktop PC Liquid-Cooled (AMD Ryzen 9 5900X 12-Core, 64GB DDR4, 1TB PCIe SSD + 2TB HDD (3.5), GeForce RTX 3090 24GB, WRGB Fans, AC WiFi, BT, Win 10 Pro)",4.6 out of 5 stars,6,"$6,278..00",AMD R Series,1 TB,64 GB,3.70 GHz
79,"Velztorm Addux Open-Air Design Custom Gaming Desktop Liquid-Cooled-AMD Ryzen 9-5900X 12-Core, GeForce RTX 3090 24GB, 32GB DDR4, 2TB PCIe SSD+6TB HDD, 360mm AIO,VR Ready,750W PSU,WiFi-N,Win10Pro",NO RATING,NO NUM RATING,"$6,258..00",AMD R Series,2 TB,32 GB,3.70 GHz
