,Product Name,Avg. Rating,# Ratings,Price,Processor Type,Disk Size,RAM,Processor Speed
1832,"CUK Stratos Micro Gaming Desktop (Intel i9-12900F, 32GB DDR4 RAM, 512GB NVMe SSD + 2TB HDD, NVIDIA GeForce RTX 3070 8GB, Windows 11 Home) Gamer PC Computer",4.0 out of 5 stars,47,"$2,399..99",Core i9,2512 GB,32 GB,2.40 GHz
1833,"Dell Newest XPS 8940 Desktop PC, 11th Gen i7-11700, GeForce GTX 1660 Ti, 128GB DDR4 RAM, 2TB PCIe SSD + 8TB HDD, DVD-RW, WiFi 6, Bluetooth, HDMI, DP, USB-A/C, Wired Keyboard & Mouse, Win 10 Home",NO RATING,NO NUM RATING,"$2,399..99",Core i7,2 TB,128 GB,4.90 GHz
1834,"Skytech Blaze 3.0 Gaming PC Desktop - AMD Ryzen 7 3700X 3.6GHz, RTX 3080 10GB, 16GB DDR4, 1TB Gen4 SSD, 120mm AIO Liquid Cool, B550 Motherboard, Black",4.0 out of 5 stars,104,"$2,399..99",AMD Ryzen 7,1 TB,16 GB,3.60 GHz
1835,"Empowered PC Sentinel Gamer PC (Liquid Cooled Core i9 K-Series, 64GB RAM, 1TB NVMe SSD + 2TB HDD, NVIDIA GeForce RTX 3070 8GB, 750W PSU, AC WiFi, Windows 10 Home) Gaming Tower Desktop Computer",4.4 out of 5 stars,37,"$2,399..99",Core i9,3000 GB,32 GB,3.70 GHz
1836,"Skytech Siege 3.0 Gaming PC Desktop - AMD Ryzen 7 5800X 3.8GHz, AMD 6800 16G GDDR6, 16GB DDR4 3200, 1TB Gen4 SSD, 750W Gold PSU, 360mm AIO, AC WiFi, Windows 10 Home 64-bit",3.4 out of 5 stars,4,"$2,399..99",AMD Ryzen 7,1 TB,16 GB,3.8 GHz
1837,"OMEN 30L Gaming Desktop Gamer Tower, GeForce RTX 3060 12GB Graphics, AMD 6-Core Ryzen 5 5600G Beats i5-11400 (64GB DDR4 RAM| 4TB SATA SSD| 2TB HDD) WiFi Bluetooth Windows 10 Pro",4.6 out of 5 stars,41,"$2,399..99",Ryzen 5,4 TB,64 GB,4.40 GHz
1838,"OMEN 25L Gaming Desktop PC, 10th Core i7-10700F Processor 8 Cores up to 4.8 GHz, NVIDIA GeForce RTX 2070 Graphics (64GB DDR4 RAM | 2TB GB PCIe SSD | 2 TB HDD) Windows 10 Pro Bundle JTD Mouse Pad",5.0 out of 5 stars,1,"$2,399..99",Core i7,2 TB,64 GB,5.00 GHz
1839,"Cobratype Bushmaster Gaming Desktop PC – Intel Core i5 12600K, RTX 3060 Ti, 16 GB DDR4, 1 TB NVMe, AIO Liquid Cooler, Windows 11 Pro",NO RATING,NO NUM RATING,,Core i5,1 TB,16 GB,2.80 GHz
1840,"Cobratype Canebrake Gaming Desktop PC – RTX 3070, Ryzen 5 5600X, 32GB DDR4, 2TB NVMe, AIO Liquid Cooler, Windows 10",NO RATING,NO NUM RATING,,Ryzen 5,2 TB,32 GB,3.70 GHz
1841,"Cobratype Yarara Gaming Desktop PC – Intel i9 11900F, RTX 3060 Ti, 32 GB DDR4, 1 TB NVMe, AIO Liquid Cooler, Windows 11 Pro",NO RATING,NO NUM RATING,,Core i9,1 TB,32 GB,2.50 GHz
1842,"Cobratype Keelback Gaming Desktop PC – Core i5-11400F, RTX 3070 Ti, 32GB DDR4, 1TB NVMe, AIO Liquid Cooler, Windows 10",NO RATING,NO NUM RATING,,Core i5,1 TB,32 GB,2.60 GHz
1843,"Skytech Prism II Gaming PC Desktop – Intel Core i9 10900K 3.7 GHz, RTX 3080, 1TB NVME SSD, 16G DDR4 3200, 750W Gold PSU, 360mm AIO, AC Wi-Fi, Windows 10 Home 64-bit",NO RATING,NO NUM RATING,"$2,399..99",Core i9,1 TB,-,3.7 GHz
1844,"Alienware Aurora R13 Gaming Desktop - Intel Core i7-12700F, 16GB DDR5 RAM, 512GB SSD + 1TB HDD, RTX 3060Ti 8GB GDDR6, Air Cooled, 6 Months Dell Migrate Services, Windows 11 Home - Lunar Light",3.4 out of 5 stars,4,"$1,901..64",Core i7,1 TB,16 GB,4.9 GHz
1845,"YEYIAN Kunai X21 Gaming PC Computer, Intel 12th Gen Alder Lake i5-12600K 10-Core 3.7GHz, GeForce RTX 3060 12GB GDDR6, 1TB NVMe Gen 4 SSD, 16GB DDR4 3600MHz, 240mm AIO, WiFi 6, BT 5.2",4.4 out of 5 stars,62,"$1,699..00",Core i5,1 TB,16.00 GB,3.70 GHz
1846,"OMEN Obelisk Gaming Desktop Tower Computer, 8-Core i7-9700K Up to 4.9GHz, GeForce RTX 2080 Super 8GB (32GB DDR4 RAM | 1TB SSD | 1TB HDD) VR Ready, Windows 10 Home",NO RATING,NO NUM RATING,,Intel Core i7,1 TB,32 GB,3.60 GHz
1847,"Cobratype Sonora Gaming Desktop PC - Ryzen 5800X, RTX 3070 Ti, 32GB DDR4, 1TB NVMe, AIO Liquid Cooler",NO RATING,NO NUM RATING,,AMD Ryzen 7,1 TB,32 GB,3.80 GHz
1848,Adamant Custom 6-Core Liquid Cooled Gaming Desktop Computer PC AMD Ryzen 5 5600X 3.7GHz X570 16Gb DDR4 500Gb NVMe PCIe 4.0 SSD 2TB HDD 600W PSU WiFi Bluetooth Geforce RTX 3060 Ti 8Gb,NO RATING,NO NUM RATING,"$2,399..99",AMD R Series,2 TB,16 GB,3.70 GHz
1849,Adamant Custom 6-Core Liquid Cooled Gaming Desktop Computer PC AMD Ryzen 5 5600X 3.7GHz X570 16Gb DDR4 500Gb NVMe 3500MB/s SSD 600W PSU WiFi Bluetooth Geforce RTX 3070 8Gb,NO RATING,NO NUM RATING,"$2,399..99",AMD R Series,500 GB,16 GB,3.70 GHz
1850,Adamant Custom 6-Core Liquid Cooled Gaming Desktop Computer PC AMD Ryzen 5 5600X 3.7GHz X570 32Gb DDR4 1TB NVMe 3500MB/s SSD 600W PSU WiFi Bluetooth Geforce RTX 3060 Ti 8Gb,NO RATING,NO NUM RATING,"$2,399..99",AMD R Series,1 TB,32 GB,3.70 GHz
1851,Adamant Custom 6-Core Gaming Desktop Computer PC System AMD Ryzen 5 5600X 3.7GHz X570 16Gb DDR4 1TB NVMe PCIe 4.0 SSD 4TB HDD 600W PSU WiFi Bluetooth Geforce RTX 3060 12Gb,NO RATING,NO NUM RATING,"$2,399..99",AMD R Series,4 TB,16 GB,3.70 GHz
1852,Adamant Custom 8-Core Liquid Cooled Gaming Desktop Computer AMD Ryzen 7 5800X 3.8Ghz X570 32Gb DDR4 1TB NVMe SSD 600W WiFi Bluetooth Geforce RTX 3060 12Gb,NO RATING,NO NUM RATING,"$2,399..99",AMD R Series,1 TB,32 GB,3.80 GHz
1853,"Gaming Desktop Computer Ryzen 73700x, GPU Nvidia RTX 3070, 16GB DDR4, 1Tb SSD,",3.4 out of 5 stars,2,"$2,399..99",Ryzen 7 3700X,1 TB,16 GB,4.10 GHz
1854,Adamant Custom 10-Core Liquid Cooled Gaming Desktop Computer Intel Core i9-10850K 3.6GHz Z590 Prime Series 16Gb RAM 1TB NVMe SSD 3TB HDD 600W Geforce RTX 2060 8Gb,NO RATING,NO NUM RATING,"$2,399..99",Core i9,3 TB,16 GB,3.60 GHz
1855,Adamant Custom 8-Core Liquid Cooled Workstation Desktop Computer PC Intel Core i7 10700K 3.8Ghz Z590 Tuf 128Gb DDR4 4TB HDD 1TB NVMe 1800MBs SSD 600W PSU WiFi Bluetooth,NO RATING,NO NUM RATING,"$2,399..99",Core i7,4 TB,128 GB,3.70 GHz
1856,Adamant Custom 6-Core Gaming Desktop Computer PC System AMD Ryzen 5 5600X 3.7Ghz X570 Series 16Gb DDR4 RAM 2TB HDD 512Gb NVMe SSD 550W PSU Wi-Fi Bluetooth Geforce RTX 3070 8Gb,NO RATING,NO NUM RATING,"$2,399..99",Ryzen 5,2 TB,16 GB,3.70 GHz
1857,Adamant Custom 6-Core Gaming Desktop Computer AMD Ryzen 5 5600X 3.7Ghz X570 Series 16Gb DDR4 RAM 2TB HDD 250Gb NVMe SSD 600W PSU Geforce RTX 3070 8Gb,NO RATING,NO NUM RATING,"$2,399..99",AMD R Series,2 TB,16 GB,3.60 GHz
1858,"Alienware Aurora R10 Liquid Cooled Gaming Desktop - AMD Ryzen 9 5900, 32GB DDR4 XMP HyperX Fury RAM, 2TB SDD + 2TB HDD, Wi-Fi 6, VR Ready, AMD Radeon RX 6800 XT 16GB GDDR6, Windows 11 Home - Black",4.2 out of 5 stars,30,"$2,399..98",Ryzen 9,2 TB,32 GB,4.7 GHz
1859,"iBUYPOWER Pro Gaming PC Computer Desktop SlateMono 238i (Intel i5-12600KF 3.7GHz, GeForce RTX 3060 TI 8GB, 16GB DDR4 RGB RAM, 500 GB NVMe SSD + 1 TB HDD, WiFi Ready, Windows 11 Home)",4.5 out of 5 stars,12,,Core i5,1 TB,16 GB,3.7 GHz
1860,"HP Omen 30L GT13 Gaming Desktop, AMD Ryzen 5 5600X Processor, GeForce RTX 3060 Graphics, 64GB DDR4-3200 RGB SDRAM, 2TB PCIe SSD, RGB LED Lighting, Wi-Fi 6, 800W Power Supply, Win10 Home",4.7 out of 5 stars,5,"$2,399..00",AMD R Series,512 GB,64 GB,3.70 GHz
1861,"Dell OptiPlex 3080 Small Form Factor Desktop 8TB SSD 32GB RAM Extreme (Intel Core i9-10900 Processor Turbo Boost to 5.20GHz, 32 GB RAM, 8 TB SSD, Win 10 Pro) SFF PC Business Computer",2.0 out of 5 stars,1,"$2,399..00",Core i9,8 TB,32 GB,5.20 GHz
1862,"Lenovo Legion 5i Tower 1TB SSD 64GB RAM Extreme (Intel Core i7-11700K Processor - 3.60GHz Turbo Boost to 5.00GHz, 1 TB SSD, 64 GB RAM, NVIDIA GeForce GTX, Win 10) Desktop Gen 6 PC Computer",NO RATING,NO NUM RATING,"$2,399..00",Core i7,1 TB,64 GB,5.00 GHz
1863,2019 Dell Alienware Aurora R10 Desktop - AMD Ryzen 7 - Ryzen 7-5800 - Eight Core 4.6Ghz - 1TB - 16GB RAM - Nvidia GeForce RTX 3080 - Windows 10 Home (Renewed),NO RATING,NO NUM RATING,,AMD Ryzen 7,1000 GB,16.00 GB,3.40 GHz
1864,ASUS ROG Strix GA15 Gaming Desktop Computer AMD Octa-Core Ryzen 7 5800X (Beats i9-10900X) 64GB RAM 512GB SSD + 1TB HDD GeForce RTX 3070 8GB Graphic DisplayPort DVI Win10 Black + HDMI Cable,4.3 out of 5 stars,3,"$2,398..99",AMD R Series,512 GB,64 GB,3.80 GHz
1865,"CyberpowerPC Gamer Supreme Liquid Cool Gaming Desktop Computer, AMD Ryzen 9 5950X 3.4GHz, 16GB RAM, 1TB SSD + 2TB HDD, NVIDIA GeForce RTX 3070 8GB, Windows 10 Home, Free Upgrade to Windows 11",4.6 out of 5 stars,4,"$2,389..99",-,2 TB,16.0 GB,3.4 GHz
1866,"CLX Set TGMSETRTH0C26BR Gaming Desktop - Liquid Cooled AMD Ryzen 9 5900X 3.7GHz 12-Core Processor, 32GB DDR4 Memory, GeForce RTX 3060 Ti 8GB GDDR6 Graphics, 960GB SSD, 4TB HDD, WiFi, Windows 11 Home",NO RATING,NO NUM RATING,"$2,389..49",Ryzen 9,4 TB,32 GB,3.7 GHz
1867,"Cobratype Anaconda Gaming Desktop PC - Intel i9-10900F, RTX 3070 Ti, 32GB DDR4, 1TB NVMe, AIO Liquid Cooler",5.0 out of 5 stars,1,,Intel Core i9,1 TB,32 GB,2.50 GHz
1868,"Cobratype Parias Gaming Desktop PC - Intel i9-10900F, RTX 3060 Ti, 32GB DDR4, 1TB NVMe, AIO Liquid Cooler, Gaming Monitor, Keyboard, and Mouse Included",NO RATING,NO NUM RATING,,Intel Core i9,2 TB,32 GB,5.20 GHz
1869,"CLX Set Gaming Desktop - Liquid Cooled AMD Ryzen 5 5600X 3.7Ghz 6-Core Processor, 32GB DDR4 Memory, GeForce RTX 3070 8GB GDDR6 Graphics, 960GB SSD, 4TB HDD, WiFi, Windows 11 Home 64-bit,Black",NO RATING,NO NUM RATING,"$2,379..49",Ryzen 5,4 TB,32 GB,3.7 GHz
1870,"Alienware Aurora R13 Gaming Desktop - Intel Core i7-12700F, 16GB DDR5 RAM, 512GB SSD + 1TB HDD, RTX 3060Ti 8GB GDDR6, Air Cooled, 6 Months Dell Migrate Services, Windows 11 Home - Lunar Light",3.4 out of 5 stars,4,"$1,901..64",Core i7,1 TB,16 GB,4.9 GHz
1871,"YEYIAN Katana X21 Gaming PC Computer, Intel 12th Gen Alder Lake i7-12700KF 12-Core 3.6GHz, GeForce RTX 3070 8GB GDDR6, 1TB NVMe Gen 4 SSD, 16GB DDR4 3600MHz, 120mm AIO, WiFi 6, BT 5.2, 650W 80+ Gold",4.4 out of 5 stars,130,"$2,049..00",Core i7,2 GB,16 GB,3.60 GHz
1872,"Ace Computers G2 Liquid Cooled Gaming PC Desktop (AMD Ryzen 5 5600X 3.7GHz, GeForce RTX 3070 8GB, 16GB DDR4 3600MHz RAM, B550 Chipset, 500GB M.2 NVMe, Wi-Fi, Windows 10 Professional)",NO RATING,NO NUM RATING,,Ryzen 5,500 GB,16 GB,3.70 GHz
1873,"Dell XPS 8940 Desktop - 11th Gen Intel Core i7-11700K up to 5.0 GHz CPU, 16GB RAM, 8TB SSD + 12TB HDD, Intel UHD Graphics 750, Killer Wi-Fi 6, 500W PSU, DVD-RW, Windows 11 Pro",NO RATING,NO NUM RATING,"$2,379..00",Core i7,20000 GB,16 GB,3.60 GHz
1874,Acer Predator Orion 3000 PO3-630-UR12 Gaming Desktop | 11th Gen Intel Core i7-11700F 8-Core CPU | NVIDIA GeForce RTX 3060Ti | 16GB DDR4 | 1TB NVMe M.2 SSD | Intel Wi-Fi 6 AX201 | RGB Keyboard & Mouse,4.0 out of 5 stars,6,,Intel Core i7-11700F,0.1,16 GB,4.9 GHz
1875,"ASUS ROG Strix GA15DK Gaming Desktop PC, AMD Ryzen 7 5800X, GeForce RTX 3070, Wi-Fi 5, Windows 10 Home, 32GB RAM | 1TB PCIe SSD+1TB HDD + Generic Accessories",4.5 out of 5 stars,2,"$2,377..99",Ryzen 7,2 TB,16 GB,4.70 GHz
1876,"2021 MSI Infinite RS 11TE-218US (i7-11700K, 16GB RAM, 1TB NVMe SSD 3TB HDD, RTX 3070Ti 8GB, Windows 10) Gaming Desktop PC (Renewed)",NO RATING,NO NUM RATING,"$2,371..24",Core i7,1 TB,16 GB,3.60 GHz
1877,"Dell Optiplex 7060 SFF Desktop - 8th Gen Intel Core i7-8700 6-Core Processor up to 4.60 GHz, 64GB DDR4 Memory, 1TB SSD + 6TB SATA Hard Drive, Intel UHD Graphics 630, DVD Burner, Windows 10 Pro",NO RATING,NO NUM RATING,"$2,369..99",Core i7,7000 GB,64 GB,3.20 GHz
1878,"CLX Set Gaming Desktop - Liquid Cooled Intel Core i7 11700KF 3.6GHz 8-Core Processor, 16GB DDR4 Memory, GeForce RTX 3070 Ti 8GB GDDR6X Graphics, 500GB SSD, 3TB HDD, WiFi, Windows 11 Home 64-bit",NO RATING,NO NUM RATING,"$2,369..49",Core i7,3 TB,16.0 GB,3.6 GHz
1879,"CLX Set TGMSETRTM0B03BM Gaming Desktop - Liquid Cooled AMD Ryzen 7 5800X 3.8GHz 8-Core Processor, 16GB DDR4 Memory, GeForce RTX 3080 10GB GDDR6X Graphics, 240GB SSD, 2TB HDD, WiFi, Windows 11 Home",NO RATING,NO NUM RATING,"$2,369..49",Ryzen 7,2 TB,16 GB,3.8 GHz
1880,"HP Pavilion TP01 Tower Desktop Computer - AMD Ryzen 5 5600G 6-Core up to 4.40 GHz Processor, 64GB DDR4 RAM, 8TB SSD + 12TB HDD, AMD Radeon Graphics, DVD-Writer, Windows 11 Pro",NO RATING,NO NUM RATING,"$2,369..00",Ryzen 5,20000 GB,64 GB,3.90 GHz
1881,"MSI Aegis RS 12TG-261 Gaming & Entertainment Desktop PC (Intel i7-12700KF 12-Core, 16GB DDR5 4800MHz RAM, 1TB SSD, GeForce RTX 3060 Ti, WiFi, Win 11 Home) with MS 365 Personal, Hub",NO RATING,NO NUM RATING,"$2,369..00",Core i7,1 TB,16 GB,3.60 GHz
1882,"Dell XPS 8940 Desktop - 11th Gen Intel Core i7-11700K up to 5.0 GHz CPU, 32GB RAM, 8TB SSD + 10TB HDD, Intel UHD Graphics 750, Killer Wi-Fi 6, 500W PSU, DVD-RW, Windows 11 Pro",NO RATING,NO NUM RATING,"$2,369..00",Core i7,18000 GB,32 GB,3.60 GHz
1883,"2021 MSI Infinite RS 11TE-218US (i7-11700K, 16GB RAM, 1TB NVMe SSD + 3TB HDD, RTX 3070Ti 8GB, Windows 10) Gaming Desktop PC",NO RATING,NO NUM RATING,,-,1 TB,16 GB,Windows 10
1884,"Dell OptiPlex 3080 Small Form Factor Desktop 8TB SSD 64GB RAM Extreme (Intel Core i7-10700K Processor Turbo Boost to 5.10GHz, 64 GB RAM, 8 TB SSD, Win 10 Pro) SFF PC Business Computer",NO RATING,NO NUM RATING,"$2,365..00",Intel Core i7,8 TB,64 GB,5.10 GHz
1885,"Dell Optiplex 7060 SFF Desktop - 8th Gen Intel Core i7-8700 6-Core Processor up to 4.60 GHz, 32GB DDR4 Memory, 4TB Solid State Drive, Intel UHD Graphics 630, DVD Burner, Windows 10 Pro (64-bit)",NO RATING,NO NUM RATING,"$2,359..99",Core i7,4 TB,32 GB,3.20 GHz
1886,"CLX Set TGMSETRTH0C23BR Gaming Desktop - Liquid Cooled AMD Ryzen 9 3900X 3.8GHz 12-Core Processor, 32GB DDR4 Memory, GeForce RTX 3060 Ti 8GB GDDR6 Graphics, 960GB SSD, 4TB HDD, WiFi, Windows 11 Home",NO RATING,NO NUM RATING,"$2,359..49",Ryzen 9,4 TB,32 GB,3.8 GHz
1887,"Dell XPS 8940 Desktop - 11th Gen Intel Core i7-11700K up to 5.0 GHz CPU, 64GB RAM, 8TB SSD + 4TB HDD, Intel UHD Graphics 750, Killer Wi-Fi 6, 500W PSU, DVD-RW, Windows 11 Pro",NO RATING,NO NUM RATING,"$2,359..00",Core i7,12000 GB,64 GB,3.60 GHz
1888,"Dell XPS 8940 Desktop Computer - 11th Gen Intel Core i7-11700 up to 4.9 GHz CPU, 64GB RAM, 8TB SSD + 10TB HDD, Intel UHD Graphics 750, Killer Wi-Fi 6, 500W PSU, DVD Burner, Windows 11 Home, Black",NO RATING,NO NUM RATING,"$2,359..00",Core i7,18000 GB,64 GB,2.50 GHz
1889,"2021 Latest Dell XPS 8940 Desktop - 11th Gen Intel Core i9-11900K up to 5.3 GHz CPU, 8GB RAM, 8TB SSD + 4TB HDD, Intel UHD Graphics 750, Killer Wi-Fi 6, 500W PSU, DVD-RW, Windows 10",NO RATING,NO NUM RATING,"$2,359..00",Core i9,12000 GB,8 GB,3.50 GHz
1890,Adamant Custom 12-Core Liquid Cooled Workstation Desktop Computer AMD Ryzen 9 5900X 3.7GHz X570 Tuf Series 64Gb DDR4 1TB NVMe SSD 4TB HDD 600W PSU WiFi Bluetooth,5.0 out of 5 stars,1,"$2,349..99",Ryzen 9 3900X,4 TB,64 GB,3.80 GHz
1891,"CyberPowerPC - Gamer Supreme Gaming Desktop - AMD Ryzen 7 3700X - 64GB Memory - AMD Radeon RX 6700 XT - 1TB SSD + 4TB HDD - Wins 10 Home with SKYPC Gaming Bundle (2021 Model), black",4.0 out of 5 stars,24,"$2,349..99",Ryzen 7 3700X,1 TB,16 GB,3.60 GHz
1892,"Cobratype Lancehead Gaming Desktop PC – Core i5-11400F, RTX 3070 Ti, 16GB DDR4, 1TB NVMe, Windows 10",NO RATING,NO NUM RATING,,Core i5,1 TB,16 GB,2.60 GHz
1893,"Cobratype Gorgon Gaming Desktop PC – Intel Core i9-12900KF, RTX 3050, 32GB DDR4, 2TB NVMe, AIO Liquid Cooler, Windows 11 Pro",NO RATING,NO NUM RATING,,Core i9,2 TB,32 GB,3.20 GHz
1894,Adamant Custom 6-Core Micro Tower Gaming Desktop Computer AMD Ryzen 5 5600X 3.7GHz 16Gb DDR4 1TB NVMe 3100MB/s SSD 3TB HDD 600W PSU WiFi Bluetooth Geforce RTX 3060 Ti 8Gb,NO RATING,NO NUM RATING,"$2,349..99",AMD R Series,3 TB,16 GB,3.70 GHz
1895,"Cobratype Bunzi Gaming Desktop PC - Intel Core i5-12600K, RTX 3070 Ti, 16GB DDR4, 1TB NVMe, AIO Liquid Cooler, Windows 11 Pro",NO RATING,NO NUM RATING,,Intel Core i5,2 TB,16 GB,4.90 GHz
1896,"Alienware Aurora R13 Gaming Desktop - Intel Core i7-12700F, 16GB DDR5 RAM, 512GB SSD + 1TB HDD, RTX 3060Ti 8GB GDDR6, Air Cooled, 6 Months Dell Migrate Services, Windows 11 Home - Lunar Light",3.4 out of 5 stars,4,"$1,901..64",Core i7,1 TB,16 GB,4.9 GHz
1897,"YEYIAN Katana X21 Gaming PC Computer, Intel 12th Gen Alder Lake i7-12700KF 12-Core 3.6GHz, GeForce RTX 3070 8GB GDDR6, 1TB NVMe Gen 4 SSD, 16GB DDR4 3600MHz, 120mm AIO, WiFi 6, BT 5.2, 650W 80+ Gold",4.4 out of 5 stars,130,"$2,049..00",Core i7,2 GB,16 GB,3.60 GHz
1898,Adamant Custom 6-Core Gaming Desktop Computer PC Intel Core i5-11400 2.6GHz 16Gb DDR4 500Gb NVMe 3500MB/s SSD 2TB HDD 600W WiFi Bluetooth Geforce RTX 3060 Ti 8Gb,NO RATING,NO NUM RATING,"$2,349..99",Core i5,2 TB,16 GB,2.60 GHz
1899,Adamant Custom 6-Core Liquid Cooled Gaming Desktop Computer AMD Ryzen 5 5600X 3.7GHz X570 32Gb DDR4 500Gb NVMe 3500MB/s SSD 600W PSU WiFi Bluetooth Geforce RTX 3060 Ti 8Gb,NO RATING,NO NUM RATING,"$2,349..99",AMD R Series,500 GB,32 GB,3.70 GHz
1900,Adamant Custom 6-Core Gaming Desktop Computer PC System AMD Ryzen 5 5600X 3.7GHz X570 32Gb DDR4 500Gb NVMe PCIe 4.0 SSD 2TB HDD 600W PSU WiFi Bluetooth Geforce RTX 3060 12Gb,NO RATING,NO NUM RATING,"$2,349..99",AMD R Series,2 TB,32 GB,3.70 GHz
1901,Adamant Custom 10-Core Liquid Cooled Gaming Desktop Computer PC Intel Core i9-10850K 3.6GHz Z590 Prime Series 16Gb RAM 512Gb NVMe SSD 2TB HDD Geforce RTX 2060 8Gb,NO RATING,NO NUM RATING,"$2,349..99",Core i9,2 TB,16 GB,3.60 GHz
1902,Adamant Custom 6-Core Gaming Desktop Computer PC System AMD Ryzen 5 5600X 3.7Ghz X570 Series 64Gb DDR4 RAM 5TB HDD 2TB NVMe SSD 550W PSU Wi-Fi Bluetooth 4X Mini DisplayPorts,NO RATING,NO NUM RATING,"$2,349..99",Ryzen 5,5 TB,64 GB,3.70 GHz
1903,Adamant Custom 6-Core Gaming Desktop Computer PC AMD Ryzen 5 5600X 3.7Ghz X570 32Gb DDR4 RAM 4TB HDD 1TB 3400Mb/s NVMe SSD 600W PSU Wi-Fi Bluetooth GeForce RTX 2060 6Gb,NO RATING,NO NUM RATING,"$2,349..99",Ryzen 5,4 TB,32 GB,3.70 GHz
1904,Adamant Custom 6-Core Gaming Desktop Computer AMD Ryzen 5 5600X 3.7Ghz 16Gb DDR4 RAM 2TB HDD 250Gb 970 NVMe SSD 600W PSU Geforce RTX 3070 8Gb,NO RATING,NO NUM RATING,"$2,349..99",AMD R Series,2 TB,8 GB,3.60 GHz
1905,"SkyTech Chronos Gaming Computer PC Desktop - AMD Ryzen 7 3700X 3.6GHz, RTX 3070 8G, 1TB Gen4 NVMe SSD, 16GB DDR4 3200, RGB Fans, 240mm AIO, AC WiFi, Windows 10 Home 64-bit, White",3.4 out of 5 stars,4,"$2,342..32",Ryzen 7 3700X,1 TB,16 GB,3.6 GHz
1906,"ROG Strix GA15DK, Gaming Desktop PC, AMD Ryzen 7 5800X (8 cores 16 Threads, up to 4.7GHz, Beat Intel i9-11900), Nvidia GeForce RTX 3070, 64GB DDR4 RAM, 2TB PCle SSD + 1TB HDD, JAWFOAL HDMI Cable",NO RATING,NO NUM RATING,"$2,339..99",AMD Ryzen 7 5800X,2 TB,64.0 GB,4.7 GHz
1907,"2021 Newest HP Omen Gaming Desktop, Intel Core i5-10400 6-Core Processor, NVIDIA GeForce GTX 1660 Super, 64GB RAM, 2TB SSD + 8TB HDD, HDMI, DisplayPort, DVI, Wi-Fi, Windows 10 Home, KKE Mousepad",4.5 out of 5 stars,5,"$2,339..99",Core i5,2 TB,64 GB,2.90 GHz
1908,"OMEN 25L Gaming Desktop Gamer Tower, GeForce RTX 2060 Graphics, 10th 8-Core i7-10700 up to 4.8 GHz (64GB DDR4 RAM | 4TB SATA SSD | 1TB HDD) VR Ready RGB Lighting Windows 10 PRO W/JTD Mouse Pad",3.0 out of 5 stars,1,"$2,339..99",Core i7,4 TB,64 GB,4.80 GHz
1909,"OMEN 25L Gaming Desktop PC Gamer Tower, 8-Core i7-10700F Up to 4.8 Ghz, GeForce GTX 1660 Super 6GB (64GB DDR4 RAM | 4TB SATA SSD | 1TB HDD) RGB Lighting VR Ready WiFi Bluetooth, JTD Mouse Pad",NO RATING,NO NUM RATING,"$2,339..99",Core i7,4 TB,64 GB,4.80 GHz
1910,"Dell Optiplex 7060 SFF Desktop - 8th Gen Intel Core i5-8500 6-Core Processor up to 4.10 GHz, 64GB DDR4 Memory, 1TB SSD + 8TB 5400 RPM Hard Drive, Intel UHD Graphics 630, DVD Burner, Windows 10 Pro",NO RATING,NO NUM RATING,"$2,339..99",Core i5,9000 GB,64 GB,3.00 GHz
1911,"CyberPowerPC Gamer Supreme Liquid Cool Gaming Desktop Computer, Intel Core i7-12700KF 3.6GHz, 32GB RAM, 500GB SSD + 2TB HDD, NVIDIA GeForce RTX 3070 8GB, Windows 11 Home",NO RATING,NO NUM RATING,"$2,330..99",Core i7,500 GB,-,3 GHz
1912,"Dell Optiplex 7060 SFF Desktop - 8th Gen Intel Core i7-8700 6-Core Processor up to 4.60 GHz, 64GB DDR4 Memory, 512GB SSD + 8TB SATA Hard Drive, Intel UHD Graphics 630, DVD Burner, Windows 10 Pro",NO RATING,NO NUM RATING,"$2,329..99",Core i7,8512 GB,64 GB,3.20 GHz
1913,"Dell XPS 8940 Desktop - 11th Gen Intel Core i7-11700K up to 5.0 GHz CPU, 8GB RAM, 8TB SSD + 12TB HDD, Intel UHD Graphics 750, Killer Wi-Fi 6, 500W PSU, DVD-RW, Windows 11 Pro",NO RATING,NO NUM RATING,"$2,329..00",Core i7,20000 GB,8 GB,3.60 GHz
1914,"Velztorm Gaming Desktop PC Black (AMD Ryzen 7 3700X 8-Core, 32GB DDR4, 512GB m.2 SATA SSD + 2TB HDD (3.5), GeForce GTX 1660 Super, 6GB,120mm AIO, RGB Fans,750W PSU, Win 10 Home)",NO RATING,NO NUM RATING,"$2,328..00",AMD Ryzen 7,512 GB,32 GB,3.60 GHz
1915,"SkyTech Chronos Gaming Computer PC Desktop - AMD Ryzen 5 5600X 3.7GHz, RTX 3070 Ti 8G, 1TB Gen4 NVMe SSD, 16GB DDR4 3200, RGB Fans, 240mm AIO, AC WiFi, Windows 10 Home 64-bit, White",4.0 out of 5 stars,25,"$2,320..72",Ryzen 5,1 TB,16 GB,3.7 GHz
1916,"MSI Aegis R (Tower) Gaming Desktop, Intel Core i7-11700, GeForce RTX 3060, 16GB Memory, 1TB SSD, WiFi 6, USB Type-C, VR-Ready, Windows 10 Home Adv. (11TC-099US)",4.7 out of 5 stars,4,"$2,320..05",Core i7,1 TB,16 GB,2.5 GHz
