,Product Name,Avg. Rating,# Ratings,Price,Processor Type,Disk Size,RAM,Processor Speed,Brand,Bluetooth,Liq. Cooled,RAM: Type,RAM : GB,Processor Speed: GHz,Disk Size: GB
4118,"2019 Dell Flagship XPS 8930 Tower Desktop, Intel Core i5-9400 2.90GHz, GeForce GTX 1660 6GB GDDR5, 16GB RAM, 256GB SSD + 2TB HDD, 802.11ac + Bluetooth, HDMI, DisplayPort, VGA, Win10",3.0/5,2,969.0,Intel Core i5,256 GB,16 GB,2.90 GHz,Dell,1,0,GB,16.0,2.9,256.0 GB
4119,"HP Pavilion Desktop, AMD Ryzen 7 4700G Processor, 16 GB of RAM, 512 GB SSD Storage, Windows 10 Home, Dual Display Support, Wireless Computer PC, for Gaming, Study, and Business (TP01-1160, 2020)",4.2/5,64,960.0,Ryzen 7,0.01 GB,16 GB,3.6 GHz,HP,0,0,GB,16.0,3.6,0.01 GB
4120,"2021 HP Envy TE01 Desktop Computer, 10th Gen Intel i5-10400 6-Core Processor, 32GB DDR4 RAM, 1 TB PCIe SSD + 2TB HDD, Wireless-AC, HDMI, VGA, Wilreless Mouse&KB, Windows 10 Home (Latest Model)",0.0/0,0,959.99,Intel Core i5,1 TB,32 GB,2.90 GHz,HP,0,0,GB,32.0,2.9,1000.0 GB
4121,"CUK Stratos Micro Business Desktop (AMD Ryzen 5 5600G, 32GB DDR4 RAM, 512GB NVMe SSD + 2TB HDD, 500W PSU, AC WiFi, Windows 11 Home) Professional Desktop PC Computer",4.8/5,9,959.99,AMD R Series,512 GB,16 GB,3.90 GHz,CUK,0,0,GB,16.0,3.9,512.0 GB
4122,"HP Pavilion TP01 Tower Desktop Computer - AMD Ryzen 5 5600G 6-Core up to 4.40 GHz Processor, 16GB DDR4 RAM, 512GB SSD, AMD Radeon Graphics, DVD-Writer, Windows 11 Home",0.0/0,0,959.0,Ryzen 5,512 GB,16 GB,3.90 GHz,HP,0,0,GB,16.0,3.9,512.0 GB
4123,"Dell OptiPlex 3080 SFF Small Form Factor Desktop Computer - 10th Gen Intel Core i3-10100 4-Core up to 4.30 GHz CPU, 16GB DDR4 Memory, 4TB Hard Drive, Intel UHD Graphics 630, DVD Writer, Windows 10 Pro",0.0/0,0,959.0,Intel Core i3,4000 GB,16 GB,3.60 GHz,Dell,0,0,GB,16.0,3.6,4000.0 GB
4124,"CYBERPOWERPC Gamer Xtreme VR Gaming PC, Intel Core i5-11400F 2.6GHz, 8GB DDR4, GeForce RTX 2060 6GB, 500GB NVMe SSD, WiFi Ready & Win 11 Home (GXiVR8060A11)",4.6/5,1177,1005.79,Intel Core i5,500 GB,8 GB,2.6 GHz,CyberpowerPC,0,0,GB,8.0,2.6,500.0 GB
4125,MSI Aegis SE Gaming Desktop Computer Intel Core i5-10400F 16GB RAM 1TB HDD 500GB SSD GTX 1660 Super 6GB (Renewed),5.0/5,1,952.2,Intel Core i5,500 GB,16 GB,2.90 GHz,MSI,0,0,GB,16.0,2.9,500.0 GB
4127,"iBUYPOWER Gaming PC Computer Desktop Trace 4 9310 (AMD Ryzen 5 3600 3.6GHz, AMD Radeon RX 5500 XT 4GB, 8GB DDR4 RAM, 240GB SSD, Wi-Fi Ready, Windows 10 Home)",4.3/5,2610,950.0,Ryzen 5,240 GB,8 GB,3.6 GHz,iBUYPOWER,0,0,GB,8.0,3.6,240.0 GB
4128,Acer Aspire Premium Desktop | 10th Gen Intel 6-Core i5-10400 | 32GB RAM | 1TBSSD+2TBHDD | DVD-RW | WiFi 6 | HDMI | USB-C | Windows 10 | with Mouse Pad Bundle,5.0/5,1,949.99,Intel Core i5,3000 GB,32 GB,2.90 GHz,Acer,0,0,GB,32.0,2.9,3000.0 GB
4129,Newest HP Premium Desktop | AMD Ryzen 7 4700G 8-Core Upto 4.4GHz | 16GB RAM | 1TB SSD | AMD Radeon Graphics | Windows 10 Home | Keyboard and Mouse | with Mouse Pad Bundle,4.7/5,9,949.99,AMD R Series,1024 GB,16 GB,3.60 GHz,HP,0,0,GB,16.0,3.6,1024.0 GB
4130,2022 Lenovo ThinkCentre M70c SFF Buisness Desktop Intel 6-Core i5-10400F 16GB DDR4 512GB PCIe SSD 1TB HDD AMD Radeon 520 2GB Graphics GDDR5 HDMI VGA DVD RJ-45 Serial Port Windows 10 Pro w/RE USB Drive,0.0/0,0,949.99,Intel Core i5,512 TB,16 GB,2.90 GHz,Lenovo,0,0,GB,16.0,2.9,512000.0 GB
4131,Newest HP Premium Desktop | AMD Ryzen 7 4700G 8-Core Upto 4.4GHz | 16GB RAM | 512GB SSD Boot + 1TB HDD | AMD Radeon Graphics | Windows 10 Home | Keyboard and Mouse,4.3/5,8,949.99,AMD R Series,1536 GB,16 GB,3.60 GHz,HP,0,0,GB,16.0,3.6,1536.0 GB
4134,2021 Lenovo IdeaCentre 5 Desktop Computer AMD Hexa-Core Ryzen 5 4600G (Beats i7-8700T) 32GB DDR4 1TB SSD 2TB HDD AMD Radeon Graphics DVD-RW USB-C WiFi Win10(Free Windows 11 Upgrade) VAATE Kit,0.0/0,0,949.99,Ryzen 5,1 TB,32 GB,3.70 GHz,Lenovo,0,0,GB,32.0,3.7,1000.0 GB
4135,Acer Nitro Premium Gaming Desktop | 11th Gen Intel Core i5-11400F 6-Core | 8GB RAM | 512GB SSD | NVIDIA GeForce GTX 1650 | WiFi 6 | HDMI | USB-C | Windows 10 | with Mouse Pad Bundle,0.0/0,0,949.99,Intel Core i5,512 GB,8 GB,2.60 GHz,Acer,0,0,GB,8.0,2.6,512.0 GB
4136,Newest HP Premium Desktop | AMD Ryzen 7 4700G 8-Core Upto 4.4GHz | 12GB RAM | 512GB SSD Boot + 1TB HDD | AMD Radeon Graphics | Windows 10 Home | Keyboard and Mouse | with Mouse Pad Bundle,5.0/5,4,949.99,AMD R Series,1536 GB,12 GB,3.60 GHz,HP,0,0,GB,12.0,3.6,1536.0 GB
4137,Newest HP Premium Desktop | AMD Ryzen 7 4700G 8-Core Upto 4.4GHz | 32GB RAM | 256GB PCIe SSD | AMD Radeon Graphics | Windows 10 Home | Keyboard and Mouse | with Mouse Pad Bundle,3.3/5,3,949.99,AMD R Series,256 GB,32 GB,3.60 GHz,HP,0,0,GB,32.0,3.6,256.0 GB
4138,"2016 Dell Inspiron i3650 Flagship High Performance Desktop, Intel Quad-Core i7-6700 Processor, 16GB RAM, 2TB HDD, AMD Radeon HD R9 360, DVD+/-RW, WiFi, HDMI, Windows 7 &10 Professional",3.2/5,31,959.99,Intel Core i7,2 TB,16 GB,3.40 GHz,Dell,0,0,GB,16.0,3.4,2000.0 GB
4139,"Dell Inspiron i3891 Desktop Computer - 11th Gen Intel 6-Core i5-11400 up to 4.40 GHz Processor, 16GB DDR4 Memory, 1TB SSD, Intel UHD Graphics 630, DVD Burner, Windows 11 Home, Black",0.0/0,0,949.0,Intel Core i5,1000 GB,16 GB,2.60 GHz,Dell,0,0,GB,16.0,2.6,1000.0 GB
4140,"HP Pavilion Gaming Desktop Computer, AMD Ryzen 5 3500 Processor, NVIDIA GeForce GTX 1650 4 GB, 8 GB RAM, 512 GB SSD, Windows 10 Home (TG01-0030, Black)",4.4/5,292,949.0,AMD R Series,512 GB,8 GB,3.4 GHz,HP,0,0,GB,8.0,3.4,512.0 GB
4141,Newest HP Premium Desktop | AMD Ryzen 7 4700G 8-Core Upto 4.4GHz | 32GB RAM | 512GB SSD | AMD Radeon Graphics | Windows 10 Home | Keyboard and Mouse,4.7/5,3,949.0,AMD R Series,512 GB,32 GB,3.60 GHz,HP,0,0,GB,32.0,3.6,512.0 GB
4143,"Dell XPS 8930 (Latest Model) Gaming Desktop Intel Core i7-9700 (8-Core, Up to 4.70Ghz) 16GB DDR4 2666Mhz 256GB PCIe SSD + 1TB HDD NVidia GTX 1650 4GB Windows 10 Pro AC WiFi (Renewed)",3.4/5,19,944.95,Intel Core i7,1.25 GB,16 GB,3.00 GHz,Dell,0,0,GB,16.0,3.0,1.25 GB
4144,"iBUYPWER Gaming Desktop PC - SlateMR 203i, Intel Core i5 11400F, GeForce GT 1030 2GB, 8GB DDR4 3000Memory, 480GB SSD, RGB, Windows 10 Home 64-Bit",0.0/0,0,939.99,Intel Core i5,480 GB,8 GB,2.60 GHz,iBUYPOWER,0,0,GB,8.0,2.6,480.0 GB
4145,Newest HP Premium Desktop | 8th Gen Intel 6-Core i7-8700 | 16GB RAM | 512GB SSD Boot + 1TB HDD | Intel UHD Graphics 630 | WiFi | Windows 10 Home | Keyboard and Mouse & Accessories Bundle,5.0/5,6,939.0,Intel Core i7,1536 GB,16 GB,3.20 GHz,HP,0,0,GB,16.0,3.2,1536.0 GB
4146,"HP Pavilion TP01 Tower Desktop Computer - AMD Ryzen 5 4600G 6-Core up to 4.20 GHz Processor, 8GB DDR4 RAM, 256GB SSD + 2TB Hard Drive, AMD Radeon Graphics, DVD-Writer, Windows 10 Home",5.0/5,1,939.0,Ryzen 5,2256 GB,8 GB,3.70 GHz,HP,0,0,GB,8.0,3.7,2256.0 GB
4147,Lenovo ThinkCentre M920s Desktop PC,5.0/5,2,674.99,Intel Core i5,256 GB,8 GB,3 GHz,Lenovo,0,0,GB,8.0,3.0,256.0 GB
4148,"iBUYPOWER Pro Gaming PC Computer Desktop Trace 4 MR 9340 (AMD Ryzen 5 3600 3.6GHz, AMD Radeon RX 5500 XT 4GB, 8GB DDR4 RAM, 240GB SSD, WiFi Ready, Windows 10 Home)",4.0/5,266,929.99,Ryzen 5,0 GB,8 GB,3.6 GHz,iBUYPOWER,0,0,GB,8.0,3.6,0.0 GB
4149,2021 Lenovo IdeaCentre 5 Desktop Computer AMD Hexa-Core Ryzen 5 4600G (Beats i7-8700T) 32GB DDR4 1TB SSD 1TB HDD AMD Radeon Graphics DVD-RW USB-C WiFi Win10(Free Windows 11 Upgrade) VAATE Kit,0.0/0,0,929.99,Ryzen 5,1 TB,32 GB,3.70 GHz,Lenovo,0,0,GB,32.0,3.7,1000.0 GB
4150,"Skytech Blaze II Gaming PC Desktop – AMD Ryzen 3 3100 3.6 GHz, GTX 1650, 500GB SSD, 16G DDR4 3200, 600W Gold PSUAC Wi-Fi, Windows 10 Home 64-bit",0.0/0,0,929.99,Ryzen 3,500 GB,4 GB,3.6 GHz,SkyTech,0,0,GB,4.0,3.6,500.0 GB
4151,"Ssrotho Gaming PC Windows 10 Professional Desktop Tower Computer, Intel Quad-Core i5 3.2Ghz, 16GB RAM, 2TB SSD + 1TB HDD, WiFi Adapter, GeForce GT 1030 2GB GDDR5, RGB Lighting Case,Black",5.0/5,1,929.0,Intel Core i5,2 TB,16.0 GB,3.2 GHz,Ssrotho,0,0,GB,16.0,3.2,2000.0 GB
4152,Dell OptiPlex 7080 Micro Desktop - Intel Core i5 10th Gen - i5-10500T - Six Core 3.8Ghz - 500GB HDD - 8GB RAM - WiFi-Bluetooth - Windows 10 Pro,0.0/0,0,929.0,Intel Core i5,256 GB,8.00 GB,2.30 GHz,Dell,1,0,GB,8.0,2.3,256.0 GB
4153,"Dell Inspiron i3891 Desktop Computer - 11th Gen Intel 6-Core i5-11400 up to 4.40 GHz Processor, 16GB DDR4 Memory, 256GB SSD + 1TB HDD, Intel UHD Graphics 630, DVD Burner, Windows 11 Pro, Black",0.0/0,0,929.0,Intel Core i5,1256 GB,16 GB,2.60 GHz,Dell,0,0,GB,16.0,2.6,1256.0 GB
4154,Lenovo ThinkCentre M75s-1 11AV0019US Desktop Computer - AMD Ryzen 7 3700 3.6GHz - 8GB RAM DDR4 SDRAM - 256GB SSD - Small Form Factor - Raven Black,0.0/0,0,929.0,Ryzen 7,0 TB,0 TB,0.0 GHz,Lenovo,0,0,TB,0.0,0.0,0.0 GB
4155,"HP Pavilion TP01 Tower Desktop Computer - AMD Ryzen 5 5600G 6-Core up to 4.40 GHz Processor, 16GB DDR4 RAM, 256GB SSD, AMD Radeon Graphics, DVD-Writer, Windows 11 Home",0.0/0,0,929.0,Ryzen 5,256 GB,16 GB,3.90 GHz,HP,0,0,GB,16.0,3.9,256.0 GB
4156,"Ssrotho Gaming PC Windows 10 Professional Desktop Tower Computer, Intel Quad-Core i5 3.2Ghz, 16GB DDR3 RAM, 2TB SSD + 1TB HDD, WiFi Adapter, GeForce GT 1030 2GB GDDR5, RGB Lighting Case",5.0/5,3,929.0,Intel Core i5,2 TB,16.0 GB,3.2 GHz,Ssrotho,0,0,GB,16.0,3.2,2000.0 GB
4157,Acer Veriton X Desktop Intel Core i7-10700 2.9GHz 16GB Ram 512GB SSD Win10Pro (Renewed),0.0/0,0,926.99,other,0.0 GB,-,0.0 GHz,Acer,0,0,metric,0.0,0.0,0.0 GB
4160,Dell OptiPlex 5000 5090 Desktop Computer - Intel Core i5 10th Gen i5-10505 Hexa-core (6 Core) 3.20 GHz - 16 GB RAM DDR4 SDRAM - 256 GB M.2 PCI Express NVMe 3.0 x4 SSD - Small Form Factor - Black,0.0/0,0,925.0,Intel Core i5,256 GB,16 GB,3.20 GHz,Dell,0,0,GB,16.0,3.2,256.0 GB
4161,Dell OptiPlex 7000 7090 Desktop Computer - Intel Core i5 10th Gen i5-10505 Hexa-core (6 Core) 3.20 GHz - 8 GB RAM DDR4 SDRAM - 256 GB M.2 PCI Express NVMe 3.0 x4 SSD - Small Form Factor - Black,0.0/0,0,920.61,Intel Core i5,256 GB,8 GB,3.2 GHz,Dell,0,0,GB,8.0,3.2,256.0 GB
4162,"Centaurus Paladin iRX4 Computer - Intel i5-10400 4.0GHz, 16GB DDR4 RAM, GeForce GTX 1650, 500GB SSD, Windows 11 PRO, AC WiFi. Fast Gaming Desktop",3.8/5,7,919.0,Intel Core i5,240 GB,8 GB,4.00 GHz,Centaurus,0,0,GB,8.0,4.0,240.0 GB
4163,"HP EliteDesk 805 G6 SFF Desktop Computer AMD Ryzen 5 PRO 4650G (6 Core) 3.70GHz, 8GB DDR4 SDRAM, 256GB M.2 PCI NVMe SSD, Windows 10 Pro, AMD Radeon Graphics, DVD-Writer",0.0/0,0,912.99,Intel Core i5,0 TB,0 TB,0.0 GHz,HP,0,0,TB,0.0,0.0,0.0 GB
4164,"CUK Continuum Micro Gamer PC (Intel Core i3-10100, 16GB RAM, 512GB NVMe SSD, NVIDIA GeForce GTX 1650 4GB, 600W PSU, AC WiFi, Windows 11 Home) Gaming Desktop Computer",3.9/5,35,909.99,Intel Core i3,512 GB,16 GB,3.60 GHz,CUK,0,0,GB,16.0,3.6,512.0 GB
4166,"Lenovo ThinkCentre M720e Desktop, Intel Core i5-10400, 8GB RAM, 256GB SSD",0.0/0,0,909.99,Intel Core i5,256 GB,16 GB,2.9 GHz,Lenovo,0,0,GB,16.0,2.9,256.0 GB
4167,"Ssrotho Gaming PC Windows 10 Professional Desktop Tower Computer, Intel Quad-Core i7 3.4Ghz, 16GB RAM, 512GB SSD, WiFi Adapter, GeForce GT 1030 2GB GDDR5, RGB Lighting Case",5.0/5,1,909.0,Intel Core i7,512 GB,16.0 GB,3.4 GHz,Ssrotho,0,0,GB,16.0,3.4,512.0 GB
4168,"2021 Newest HP Pavilion Gaming Desktop Computer, AMD 6-Core Ryzen 5 5600G Processor(Up to 4.4 GHz), AMD Radeon RX 5500, 8GB RAM, 512GB PCIe NVMe SSD,Mouse and Keyboard, Win 10 Home + HDMI Cable",0.0/0,0,908.88,Ryzen 5,256 GB,8 GB,3.90 GHz,HP,0,0,GB,8.0,3.9,256.0 GB
4169,"Stealthy Build New Gaming Desktop Intel Core I5 9400F 6 Cores 4.1 GHz, GTX 1660TI 6GB OC Edition (8GB 3200MHZ RAM | 500GB HHD + 128GB SSD) (Include Monitor, Keyboard, Mouse)",0.0/0,0,900.0,Intel Core i5,500 GB,8.00 GB,2.90 GHz,other,0,0,GB,8.0,2.9,500.0 GB
4170,Newest HP Premium Desktop | AMD Ryzen 7 4700G 8-Core Upto 4.4GHz | 16GB RAM | 256GB PCIe SSD Boot + 1TB HDD | AMD Radeon Graphics | Windows 10 Home | Keyboard and Mouse,4.7/5,22,899.99,AMD R Series,1280 GB,16 GB,3.60 GHz,HP,0,0,GB,16.0,3.6,1280.0 GB
4172,Newest HP Premium Desktop | AMD Ryzen 7 4700G 8-Core Upto 4.4GHz | 12GB RAM | 256GB PCIe SSD Boot + 1TB HDD | AMD Radeon Graphics | Windows 10 Home | Keyboard and Mouse,2.0/5,1,899.99,AMD R Series,1280 GB,12 GB,3.60 GHz,HP,0,0,GB,12.0,3.6,1280.0 GB
4173,Dell Precision T5600 Desktop Workstation Intel Xeon 16 Core 2.6GHz 64GB RAM 240GB SSD + 2TB HD NVIDIA Quadro K4200 4GB Graphics Windows 10 Pro 64-bit (Renewed),5.0/5,1,899.99,Intel Xeon,240 GB,64 GB,2.60 GHz,Adamant,0,0,GB,64.0,2.6,240.0 GB
4174,"Axiom Stellar Gaming PC Desktop – Intel Core i3 10100F 3.6 GHz, GTX 1050 TI, 500GB NVMe SSD, 8GB DDR4 3200, 500W PSU, AC Wi-Fi, Windows 11 Pro 64-bit",0.0/0,0,899.99,Intel Core i3,500 GB,8 GB,3.60 GHz,Axiom,0,0,GB,8.0,3.6,500.0 GB
4175,Dell Premium G5 5000 Series Gaming Desktop Computer 10th Gen Intel Hexa-Core i5-10400F (Beats i7-8700T) 16GB DDR4 512GB SSD GeForce GTX 1660 Ti 6GB USB-C WiFi Win10 Black (Renewed),0.0/0,0,899.99,Intel Core i5,512 GB,16 GB,2.90 GHz,Dell,0,0,GB,16.0,2.9,512.0 GB
4178,"ViprTech Avalanche Gaming PC Computer Desktop - AMD Ryzen 5 (12-Core), AMD Radeon RX 580 4GB, 16GB DDR4 RAM, 2TB HDD, VR-Ready, RGB, WiFi, Windows 10 Pro, 1-Year Warranty",0.0/0,0,899.95,Ryzen 5,2 TB,16 GB,3.60 GHz,ViperTech,0,0,GB,16.0,3.6,2000.0 GB
4180,"YEYIAN SAI X11 Gaming PC Desktop Computer, Intel i5-11400F 6-Core 2.6GHz, GeForce GTX 1650 4GB GDDR6, 500GB NVMe SSD, 8GB DDR4 3200MHz, 3 ARGB Fans, Windows 11 Home 64-bit, WiFi 5, BT 5.0, 650W PSU",4.2/5,29,899.0,Intel Core i5,500 GB,8.00 GB,2.60 GHz,YEYIAN,1,0,GB,8.0,2.6,500.0 GB
4181,"HP Pavilion TP01 Tower Desktop Computer - AMD Ryzen 5 4600G 6-Core up to 4.20 GHz Processor, 16GB DDR4 RAM, 1TB SSD + 1TB Hard Drive, AMD Radeon Graphics, DVD-Writer, Windows 10 Home",0.0/0,0,899.0,Ryzen 5,2000 GB,16 GB,3.70 GHz,HP,0,0,GB,16.0,3.7,2000.0 GB
4182,"Dell Optiplex 7040 Small Form Factor Desktop with Intel i7, 16GB, 500GB SSD, 2 x 24in Monitors, WiFi, Windows 10 Pro (Renewed)",5.0/5,1,899.0,core_m,500 GB,16 GB,3.40 GHz,Dell,0,0,GB,16.0,3.4,500.0 GB
4183,"Dell XPS 8940 Tower Desktop PC, 10th Gen Octa-core Intel i7-10700 2.9GHz Processor, 16GB DDR4 Memory, 512GB PCIe M.2 SSD 1TB SATA 7200 RPM HDD, DVD-RW Drive, Windows 10 (Renewed)",5.0/5,1,899.0,Intel Core i7,512 GB,16 GB,2.90 GHz,Dell,0,0,GB,16.0,2.9,512.0 GB
4186,"iBUYPOWER Gaming PC Computer Desktop Trace 4 9310 (AMD Ryzen 5 3600 3.6GHz, AMD Radeon RX 5500 XT 4GB, 8GB DDR4 RAM, 240GB SSD, WiFi Ready, Windows 10 Home) (Renewed)",2.0/5,2,899.0,Ryzen 5,240 GB,8 GB,3.6 GHz,iBUYPOWER,0,0,GB,8.0,3.6,240.0 GB
4187,Dell Optiplex 7060 Micro MFF Desktop PC Intel i7-8700T 6-Cores 2.40GHz 32GB DDR4 New 1TB M.2 NVMe SSD WiFi BT HDMI New KB & Mouse Windows 10 Pro (Renewed),0.0/0,0,899.0,Intel Core i7,128 GB,16 GB,2.40 GHz,Dell,1,0,GB,16.0,2.4,128.0 GB
4189,Dell OptiPlex 3000 3080 Desktop Computer - Intel Core i5 10th Gen i5-10500 Hexa-core (6 Core) 3.10 GHz - 8 GB RAM DDR4 SDRAM - 128 GB SSD - Small Form Factor - Windows 10 Pro 64-bit - Intel UHD Graphi,0.0/0,0,899.0,Intel Core i5,0 GB,8 GB,4.5 GHz,Dell,0,0,GB,8.0,4.5,0.0 GB
4192,"Dell XPS 8910 Gaming Desktop PC, Intel Core i7-6700 Quad-Core 3.4GHz, 8GB DDR4 RAM, 1TB 7200RPM HDD, NVIDIA GeForce GT 730, DVD+/-RW, WIFI, Bluetooth, HDMI, VGA, USB 3.1, Windows 10 Pro",0.0/0,0,899.0,Intel Core i7,1 TB,8 GB,3.40 GHz,Dell,1,0,GB,8.0,3.4,1000.0 GB
4193,Dell Vostro Desktop 3670 MT JCXKV - Intel Core i5-8 GB RAM - 256 GB SSD - Windows 10 Pro - Black,0.0/0,0,899.0,Intel Core i5,256 GB,256 GB,4 GHz,Dell,0,0,GB,256.0,4.0,256.0 GB
4196,HP Pavilion Gaming Desktop Computer AMD Hexa-Core Ryzen 5 5600G (Beats i7-8700) 16GB RAM 256GB SSD AMD Radeon RX 5500 4GB Keyboard and Mouse USB-C Bluetooth Win10 Black + HDMI Cable,3.9/5,16,898.99,Ryzen 5,256 GB,32 GB,3.90 GHz,HP,1,0,GB,32.0,3.9,256.0 GB
4197,"Dell XPS 8940 Tower Desktop PC, Octa-core 10th Gen Intel i7-10700 2.9GHz Processor, 16GB DDR4 Memory, 512GB PCIe M.2 SSD +1TB SATA 7200 RPM HDD, DVD-RW Drive, Windows 10 (Renewed)",0.0/0,0,899.0,Intel Core i7,512 GB,16 GB,2.90 GHz,Dell,0,0,GB,16.0,2.9,512.0 GB
4200,Newest HP Premium Desktop | AMD Ryzen 7 4700G 8-Core Upto 4.4GHz | 16GB RAM | 512GB SSD | AMD Radeon Graphics | Windows 10 Home | Keyboard and Mouse | with Mouse Pad Bundle,4.4/5,7,889.99,AMD R Series,512 GB,16 GB,3.60 GHz,HP,0,0,GB,16.0,3.6,512.0 GB
4201,"Dell Inspiron i3891 Desktop Computer - 11th Gen Intel 6-Core i5-11400 up to 4.40 GHz Processor, 32GB DDR4 Memory, 256GB SSD + 1TB HDD, Intel UHD Graphics 630, DVD Burner, Windows 11 Home, Black",0.0/0,0,889.0,Intel Core i5,1256 GB,32 GB,2.60 GHz,Dell,0,0,GB,32.0,2.6,1256.0 GB
4203,Dell OptiPlex 3000 3080 Desktop Computer - Intel Core i5 10th Gen i5-10500T Hexa-core (6 Core) 2.30 GHz - 8 GB RAM DDR4 SDRAM - 500 GB HDD - Micro PC - Windows 10 Pro 64-bit - Intel DDR4 SDRAM - Engli,0.0/0,0,887.5,Intel Core i5,500 GB,8 GB,3.8 GHz,Dell,0,0,GB,8.0,3.8,500.0 GB
4206,Newest HP Premium Desktop | AMD Ryzen 7 4700G 8-Core Upto 4.4GHz | 12GB RAM | 512GB SSD | AMD Radeon Graphics | Windows 10 Home | Keyboard and Mouse,0.0/0,0,879.99,AMD R Series,512 GB,12 GB,3.60 GHz,HP,0,0,GB,12.0,3.6,512.0 GB
4208,"Ssrotho Gaming PC Windows 10 Professional Desktop Tower Computer, Intel Quad-Core i7 3.4Ghz, 16GB RAM, 1TB SSD, WiFi Adapter, GeForce GT 730 2GB GDDR5, RGB Lighting Case",3.4/5,4,879.0,Intel Core i7,1 TB,16.0 GB,3.4 GHz,Ssrotho,0,0,GB,16.0,3.4,1000.0 GB
4209,"MXZ Gaming PC Computer 10th Gen I5 10400F 2.9GHz, GTX 1650 Super 4GB, H410, 8GB DDR4, NV1 NVME M2 500G, 6RGB Fans, WiFi & Windows 10 Pro Ready to use, Gamer Desktop Computer(I5| GTX1650 S)",3.7/5,25,879.0,Intel Core i5,500 GB,8 GB,2.90 GHz,MXZ,0,0,GB,8.0,2.9,500.0 GB
4212,"HP Pavilion TP01 Tower Desktop Computer - AMD Ryzen 5 5600G 6-Core up to 4.40 GHz Processor, 8GB DDR4 RAM, 256GB SSD, AMD Radeon Graphics, DVD-Writer, Windows 11 Home",0.0/0,0,879.0,Ryzen 5,256 GB,8 GB,3.90 GHz,HP,0,0,GB,8.0,3.9,256.0 GB
4213,Acer Veriton X Desktop Intel Core i7-9700 3GHz 16GB Ram 1TB HDD Windows 10 Pro (Renewed),0.0/0,0,875.99,Intel Core i7,1 TB,16.0 GB,3.0 GHz,Acer,0,0,GB,16.0,3.0,1000.0 GB
4214,"Dell OP7060SFF97W5H OptiPlex 7060 SFF Desktop Computer with Intel Core i5-8500 3 GHz Hexa-core, 8GB DDR4 SDRAM, 500GB HDD",0.0/0,0,870.0,Intel Core i5,500 GB,8 GB,3 GHz,Dell,0,0,GB,8.0,3.0,500.0 GB
4215,Dell OptiPlex 3070 Desktop Computer - Intel Core i5-9500 - 8GB RAM - 256GB SSD - Small Form Factor,4.4/5,145,869.99,Intel Core i5,256 GB,8 GB,3 GHz,Dell,0,0,GB,8.0,3.0,256.0 GB
4217,"HP 800 G2 EliteDesk Tower Desktop, Intel Quad-Core i7-6700 Upto 4.0GHz, 32GB RAM, 2TB SSD, AC Wi-Fi, Bluetooth, DVD, HDMI, VGA, DisplayPort - Windows 10 Pro (Renewed)",4.0/5,1,869.99,Intel Core i7,2 TB,32 GB,4.00 GHz,HP,1,0,GB,32.0,4.0,2000.0 GB
4218,"(Renewed) Periphio Gaming Desktop Computer Tower PC, Intel Quad Core i5 3.1GHz, 8GB RAM, 128GB SSD + 1TB 7200 RPM HDD, Windows 10, GeForce GTX 1650 4GB Overclocked Edition Graphics Card RGB HDMI Wi-Fi",4.1/5,674,869.99,Intel Core i5,1 TB,8 GB,3.10 GHz,Periphio,0,0,GB,8.0,3.1,1000.0 GB
4219,Newest HP Premium Desktop | AMD Ryzen 7 4700G 8-Core Upto 4.4GHz | 16GB RAM | 256GB PCIe SSD | AMD Radeon Graphics | Windows 10 Home | Keyboard and Mouse,0.0/0,0,869.99,AMD R Series,256 GB,16 GB,3.60 GHz,HP,0,0,GB,16.0,3.6,256.0 GB
4220,"Dell OptiPlex 3080 SFF Small Form Factor Desktop Computer - 10th Gen Intel Core i3-10100 4-Core up to 4.30 GHz CPU, 8GB DDR4 Memory, 2TB Hard Drive, Intel UHD Graphics 630, DVD Writer, Windows 10 Pro",0.0/0,0,869.0,Intel Core i3,2000 GB,8 GB,3.60 GHz,Dell,0,0,GB,8.0,3.6,2000.0 GB
4221,"Ssrotho Gaming PC Windows 10 Professional Desktop Tower Computer, Intel Quad-Core i7 3.4Ghz, 16GB RAM, 1TB SSD, WiFi Adapter, GeForce GT 1030 2GB GDDR5, RGB Lighting Case",1.0/5,1,869.0,Intel Core i7,1 TB,16.0 GB,3.4 GHz,Ssrotho,0,0,GB,16.0,3.4,1000.0 GB
4222,"HP Pavilion TP01 Tower Desktop Computer - AMD Ryzen 5 4600G 6-Core up to 4.20 GHz Processor, 8GB DDR4 RAM, 512GB SSD + 1TB Hard Drive, AMD Radeon Graphics, DVD-Writer, Windows 10 Home",0.0/0,0,869.0,Ryzen 5,1512 GB,8 GB,3.70 GHz,HP,0,0,GB,8.0,3.7,1512.0 GB
4223,"HP Pavilion TP01 Tower Desktop Computer - AMD Ryzen 5 4600G 6-Core up to 4.20 GHz Processor, 8GB DDR4 RAM, 1TB SSD + 1TB Hard Drive, AMD Radeon Graphics, DVD-Writer, Windows 10 Home",0.0/0,0,869.0,Ryzen 5,2000 GB,8 GB,3.70 GHz,HP,0,0,GB,8.0,3.7,2000.0 GB
