,Product Name,Avg. Rating,# Ratings,Price,Processor Type,Disk Size,RAM,Processor Speed,Brand,Bluetooth,Liq. Cooled,RAM: Type,RAM : GB,Processor Speed: GHz,Disk Size: GB
1087,Adamant Custom 10-Core Liquid Cooled Gaming Desktop Computer Intel Core i9-10850K 3.6Ghz Z590 Tuf Series 32Gb RAM 2TB NVMe 1800MB/s SSD 5TB HDD 750W Geforce RTX 3060 Ti 8Gb,0.0,0,3099.99,Intel Core i9,5 TB,32 GB,3.70 GHz,Adamant,0,1,GB,32.0,3.7,5000.0
1088,Adamant Custom 10-Core Liquid Cooled Gaming Desktop Computer Intel Core i9-10850K 3.6Ghz Z590 Aorus Series 32Gb RAM 1TB NVMe 3500MB/s SSD 5TB HDD 750W Geforce RTX 3060 Ti 8Gb,0.0,0,3099.99,Intel Core i9,5 TB,32 GB,3.70 GHz,Adamant,0,1,GB,32.0,3.7,5000.0
1089,Adamant Custom 10-Core Liquid Cooled Gaming Desktop Computer Intel Core i9-10900K 3.7Ghz Z590 Tuf Series 32Gb RAM 2TB NVMe 1800MB/s SSD 5TB HDD 750W Geforce RTX 3060 Ti 8Gb,0.0,0,3099.99,Intel Core i9,5 TB,32 GB,2.90 GHz,Adamant,0,1,GB,32.0,2.9,5000.0
1090,Adamant Custom 10-Core Extreme Gaming Desktop Computer Intel Core i9 10900K 3.7GHz Z590 Tuf Series 32Gb RAM 1TB NVMe 3500MB/s SSD 4TB HDD 850W Toughpower PSU Geforce RTX 3070 8Gb,0.0,0,3099.99,Intel Core i9,4 TB,32 GB,3.70 GHz,Adamant,0,0,GB,32.0,3.7,4000.0
1091,Adamant Custom 8-Core Liquid Cooled Gaming Desktop Computer PC Intel Core i7 10700K 3.8Ghz Z590 Prime Series 16Gb RAM 512Gb NVMe SSD 750W Geforce RTX 2080 8Gb,0.0,0,3099.99,Intel Core i7,512 GB,16 GB,3.80 GHz,Adamant,0,1,GB,16.0,3.8,512.0
1092,Adamant Custom 8-Core Liquid Cooled Gaming Desktop Computer PC Intel Core i7 10700K 3.8Ghz Z590 Prime Series 16Gb RAM 1TB NVMe SSD 750W Geforce RTX 2080 8Gb,0.0,0,3099.99,Intel Core i7,1 TB,16 GB,3.80 GHz,Adamant,0,1,GB,16.0,3.8,1000.0
1093,Adamant Custom 10-Core Liquid Cooled Gaming Desktop Computer PC Intel i9 10900K 3.7Ghz Z590 Tuf Series 32Gb RAM 2TB NVMe 1800MB/s SSD 4TB HDD WiFi Bluetooth Geforce RTX 3070 8Gb,0.0,0,3099.99,Intel Core i9,4 TB,32 GB,3.70 GHz,Adamant,1,1,GB,32.0,3.7,4000.0
1094,Adamant Custom 10-Core Liquid Cooled Gaming Desktop Computer PC Intel Core i9 10900K 3.7Ghz 32Gb RAM 500Gb NVMe 3500MB/s SSD 4TB HDD WiFi Bluetooth Geforce RTX 2080 8Gb,0.0,0,3099.99,Intel Core i9,4 TB,32 GB,3.70 GHz,Adamant,1,1,GB,32.0,3.7,4000.0
1095,Adamant Custom 12-Core Liquid Cooled Gaming Desktop Computer PC AMD Ryzen 9 5900X 3.7GHz X570 32Gb DDR4 5TB HDD 1TB 3500MB/s NVMe SSD WiFi Geforce RTX 3070 8Gb,0.0,0,3099.99,AMD R Series,5 TB,32 GB,3.80 GHz,Adamant,0,1,GB,32.0,3.8,5000.0
1096,Adamant Custom 6-Core Gaming Desktop Computer AMD Ryzen 5 5600X 3.7Ghz X570 32Gb DDR4 RAM 1TB SSD 750W PSU Wi-Fi Bluetooth Geforce RTX 3080 10Gb,0.0,0,3099.99,Ryzen 5,1 TB,16 GB,3.70 GHz,Adamant,1,0,GB,16.0,3.7,1000.0
1097,Adamant Custom 8X-Core Liquid Cooled Gaming Desktop Computer Intel Core i9 11900K 3.5Ghz 16Gb DDR4 RAM 4TB HDD 500Gb NVMe 3500MB/s SSD 750W PSU Wi-Fi Geforce RTX 2080 8Gb,0.0,0,3099.99,Intel Core i9,4 TB,16 GB,3.60 GHz,Adamant,0,1,GB,16.0,3.6,4000.0
1098,Adamant Custom 16-Core Workstation Desktop Computer AMD Ryzen 9 5950X 3.4Ghz X570 Series 64Gb DDR4 10TB HDD 2TB NVMe SSD 600W PSU WiFi Bluetooth Quadro T600 4Gb 4X MiniDisplayPort,0.0,0,3099.99,Ryzen 9,5 TB,64 GB,3.40 GHz,Adamant,1,0,GB,64.0,3.4,5000.0
1099,"CLX SET VR-Ready Gaming Desktop - Liquid Cooled Intel Core i9 10850K 3.6GHz 10-Core Processor, 32GB DDR4 Memory, Radeon RX 6800 XT 16GB GDDR6 Graphics, 480GB SSD, 3TB HDD, WiFi, Windows 11 Home 64-bit",0.0,0,3099.49,Intel Core i9,3 TB,32 GB,3.6 GHz,CLX,0,1,GB,32.0,3.6,3000.0
1100,"CLX Set Gaming Desktop w/Intel Core i9 10850K Processor, 64GB DDR4 Memory, GeForce RTX 3080 Graphics, 1 TB SSD, 6 TB HDD, WiFi, Windows 10 Home 64-bit,Black",0.0,0,3099.49,Intel Core i9,6 TB,64 GB,3.6 GHz,CLX,0,0,GB,64.0,3.6,6000.0
1101,"MSI Aegis RS (Tower) Gaming Desktop, Intel Core i9-12900K, GeForce RTX 3080, 32GB Memory (Dual-CHL), 1TB SSD + 2TB HDD, WiFi 6E, Liquid Cooling, USB Type-C, VR-Ready, Win11H (12TE-255US)",0.0,0,3099.0,Intel Core i9,2 TB,32 GB,5.2 GHz,MSI,0,1,GB,32.0,5.2,2000.0
1102,"MSI Aegis RS 12TG-261 Gaming & Entertainment Desktop PC (Intel i7-12700KF 12-Core, 32GB DDR5 4800MHz RAM, 6TB HDD (3.5), GeForce RTX 3060 Ti, WiFi, Win 10 Pro) with MS 365 Personal, Hub",0.0,0,3099.0,Intel Core i7,6 TB,32 GB,3.60 GHz,MSI,0,0,GB,32.0,3.6,6000.0
1103,"Dell OptiPlex 24 7470 All-in-One 2TB SSD 2TB HD 32GB RAM (Intel Core i9-9900 Processor Turbo Boost to 5.00GHz, 32 GB RAM, 2 TB SSD + 2 TB HD, 24-inch FullHD IPS, Win 10 Pro) PC Computer Desktop",0.0,0,3099.0,Intel Core i9,4 TB,32 GB,5.00 GHz,Dell,0,0,GB,32.0,5.0,4000.0
1104,"Velztorm Ferrux CTO Gaming Desktop PC Liquid-Cooled (AMD Ryzen 9-5900X 12-Core, 32GB DDR4, 512GB PCIe SSD + 2TB HDD (3.5), GeForce GTX 1660 Super 4GB, WiFi-N, 240mm AIO, RGB Fans, 750W PSU, Win10P)",0.0,0,3098.0,AMD R Series,512 GB,32 GB,3.70 GHz,Velztorm,0,1,GB,32.0,3.7,512.0
1105,Adamant Custom 16-Core (8P+8E) Liquid Cooled Workstation Desktop Computer Intel Core i9 12900K 3.2GHz Z690 Prime Series 128Gb DDR4 2TB NVMe PCIe 4.0 SSD 6TB HDD 750W WiFi Bluetooth HDMi DisplayPort,0.0,0,3079.99,Intel Core i9,6 TB,128 GB,3.20 GHz,Adamant,1,1,GB,128.0,3.2,6000.0
1106,"Dell XPS 8940 Desktop Computer - 11th Gen Intel Core i7-11700 up to 4.9 GHz CPU, 32GB RAM, 2TB SSD + 8TB HDD, GeForce RTX 3070 8GB GPU, Killer Wi-Fi 6, DVD Burner, Windows 11 Home, Black",0.0,0,3079.0,Intel Core i7,10000 GB,32 GB,2.50 GHz,Dell,0,0,GB,32.0,2.5,10000.0
1107,"Dell XPS 8940 Desktop Computer - 11th Gen Intel Core i7-11700 up to 4.9 GHz CPU, 64GB RAM, 2TB SSD + 2TB HDD, GeForce RTX 3070 8GB GPU, Killer Wi-Fi 6, DVD Burner, Windows 11 Home, Black",0.0,0,3069.0,Intel Core i7,4000 GB,64 GB,2.50 GHz,Dell,0,0,GB,64.0,2.5,4000.0
1108,Adamant Custom 12-Core Liquid Cooled Gaming Desktop Computer AMD Ryzen 9 5900X 3.7GHz X570 32Gb DDR4 2TB HDD 512Gb NVMe SSD WiFi Geforce RTX 3070 8Gb,0.0,0,3059.99,AMD R Series,2 TB,32 GB,3.80 GHz,Adamant,0,1,GB,32.0,3.8,2000.0
1109,Adamant Custom 12-Core Gaming Desktop Computer PC AMD Ryzen 9 5900X 3.4GHz X570 32Gb DDR4 500Gb NVMe PCIe 4.0 SSD 3TB HDD 750W PSU WiFi Bluetooth Geforce RTX 3070 8Gb,0.0,0,3049.99,AMD R Series,3 TB,32 GB,3.70 GHz,Adamant,1,0,GB,32.0,3.7,3000.0
1110,Adamant Custom 12-Core Gaming Desktop Computer PC System AMD Ryzen 9 5900X 3.4GHz X570 32Gb DDR4 1TB NVMe 3500MB/s SSD 750W PSU WiFi Bluetooth Geforce RTX 3070 Ti 8Gb,0.0,0,3049.99,AMD R Series,1 TB,32 GB,3.70 GHz,Adamant,1,0,GB,32.0,3.7,1000.0
1111,Adamant Custom 8-Core Liquid Cooled Workstation Desktop Computer System Intel Core i9 11900K 3.5GHz Z590 Tuf 128Gb DDR4 500Gb NVMe 3500MB/s SSD 5TB HDD 750W WiFi Bluetooth 4xMiniDisplayPort,0.0,0,3049.99,Intel Core i9,5 TB,128 GB,3.50 GHz,Adamant,1,1,GB,128.0,3.5,5000.0
1112,Adamant Custom 10-Core Liquid Cooled Workstation Desktop Computer PC System Intel Core i9 10850K 3.6Ghz Z590 Tuf Series 128Gb DDR4 2TB NVMe 3500MB/s SSD 8TB HDD WiFi Bluetooth 750W,0.0,0,3049.99,Intel Core i9,8 TB,128 GB,3.60 GHz,Adamant,1,1,GB,128.0,3.6,8000.0
1113,Adamant Custom 10-Core Liquid Cooled Gaming Desktop Computer PC Intel i9 10900K 3.7Ghz Z590 Tuf Series 32Gb RAM 2TB NVMe SSD 4TB HDD WiFi Bluetooth Geforce RTX 3070 8Gb,0.0,0,3049.99,Intel Core i9,4 TB,32 GB,3.70 GHz,Adamant,1,1,GB,32.0,3.7,4000.0
1114,Adamant Custom 10-Core Gaming Desktop Computer PC System Intel i9 10900K 3.7Ghz Z590 Tuf Series 32Gb RAM 1TB NVMe 1800MB/s SSD 4TB HDD WiFi Bluetooth Geforce RTX 3070 8Gb,0.0,0,3049.99,Intel Core i9,4 TB,32 GB,3.70 GHz,Adamant,1,0,GB,32.0,3.7,4000.0
1115,Adamant Custom 12-Core Liquid Cooled Gaming Desktop Computer PC AMD Ryzen 9 5900X 3.7GHz X570 32Gb DDR4 2TB 1800MB/s NVMe SSD WiFi Geforce RTX 3070 8Gb,0.0,0,3049.99,AMD R Series,2 TB,32 GB,3.80 GHz,Adamant,0,1,GB,32.0,3.8,2000.0
1116,Adamant Custom 8X-Core Liquid Cooled Gaming Desktop Computer PC Intel Core i9 11900K 3.5Ghz 16Gb DDR4 RAM 2TB HDD 500Gb NVMe 3500MB/s SSD 750W PSU Wi-Fi Geforce RTX 2080 8Gb,0.0,0,3049.99,Intel Core i9,2 TB,16 GB,3.60 GHz,Adamant,0,1,GB,16.0,3.6,2000.0
1117,Adamant Custom 8X-Core Gaming Desktop Computer Intel Core i9 11900K 3.5Ghz 16Gb DDR4 RAM 2TB HDD 500Gb SSD 750W PSU Wi-Fi Geforce RTX 2080 8Gb,0.0,0,3049.99,Intel Core i9,2 TB,16 GB,3.60 GHz,Adamant,0,0,GB,16.0,3.6,2000.0
1118,"CLX Set TGMSETRXH0B75BM Gaming Desktop - Liquid Cooled AMD Ryzen 7 5800X 3.8GHz 8-Core Processor, 32GB DDR4 Memory, Radeon RX 6900 XT 16GB GDDR6 Graphics, 480GB SSD, 3TB HDD, WiFi, Windows 11 Home",0.0,0,3049.49,Ryzen 7,3 TB,32 GB,3.8 GHz,CLX,0,1,GB,32.0,3.8,3000.0
1119,"Velztorm Ballizta Gaming Custom Desktop (AMD Ryzen 9-5950X 16-Core, GeForce RTX 3050, 32GB RAM, 512GB PCIe SSD + 2TB HDD, USB 3.2, HDMI, Display Port, Win 10 Pro)",0.0,0,3048.0,AMD R Series,512 GB,32 GB,3.40 GHz,Velztorm,0,0,GB,32.0,3.4,512.0
1120,"CyberpowerPC Gamer Supreme Liquid Cool Gaming Desktop Computer, AMD Ryzen 7 5800X 3.8GHz, 32GB RAM, 1TB SSD + 3TB HDD, NVIDIA GeForce RTX 3080 10GB, Windows 10 Home, Free Upgrade to Windows 11",0.0,0,3039.53,Ryzen 7,3 TB,32.0 GB,3.8 GHz,CyberpowerPC,0,1,GB,32.0,3.8,3000.0
1121,"Dell XPS 8940 Desktop Computer - 11th Gen Intel Core i7-11700 up to 4.9 GHz CPU, 32GB RAM, 2TB SSD + 6TB HDD, GeForce RTX 3070 8GB GPU, Killer Wi-Fi 6, DVD Burner, Windows 11 Home, Black",0.0,0,3039.0,Intel Core i7,8000 GB,32 GB,2.50 GHz,Dell,0,0,GB,32.0,2.5,8000.0
1122,"Velztorm White Ferrux CTO Gaming Desktop Liquid-Cooled (AMD Ryzen 9-5900X 12-Core, GeForce GTX 1050 Ti 4GB, 64GB DDR4, 1TB PCIe SSD + 3TB HDD, RGB Fans, 750W PSU, Wi-Fi 4, Win 10 Pro)",0.0,0,3038.0,AMD R Series,1 TB,64 GB,3.70 GHz,Velztorm,0,1,GB,64.0,3.7,1000.0
1123,"Cobratype Boomslang Gaming Desktop PC – Intel Core i7-12700KF, RTX 3060 Ti, 32GB DDR5, 1TB NVMe, AIO Liquid Cooler, Windows 11 Pro",0.0,0,3029.99,Intel Core i7,1 TB,32 GB,2.70 GHz,other,0,1,GB,32.0,2.7,1000.0
1124,Power PC Supreme Gaming Desktop Gamer Tower GeForce RTX 2060 Super 8GB 11th 8-Core i9-11900KF Up to 5.3 GHz (64GB DDR4 RAM|4TB SATA SSD|6TB HDD) RGB Lighting Liquid Cooling WiFi 750W PSU VR-Ready W10P,0.0,0,3029.99,Intel Core i9,4 TB,64 GB,5.30 GHz,other,0,1,GB,64.0,5.3,4000.0
1125,"ASUS ROG 3080 Gaming Desktop, Intel Core i7-11700KF,NVIDIA GeForce RTX 3080 10GB,USB-C,HDMI/DP, Wi-Fi 6, RGB, Win 10,64GB RAM | 2TB PCIe SSD | 2TB HDD,Accessories",0.0,0,3019.99,Intel Core i7,2 TB,16 GB,3.60 GHz,ASUS ROG,0,0,GB,16.0,3.6,2000.0
1126,Adamant Custom 16-Core Gaming Desktop Computer Workstation AMD Ryzen 9 5950X 3.4GHz X570 Series 32Gb DDR4 RAM 4TB HDD 2TB NVMe SSD WiFi Bluetooth Geforce RTX 2060 6Gb,0.0,0,3019.99,Ryzen 9,4 TB,32 GB,3.40 GHz,Adamant,1,0,GB,32.0,3.4,4000.0
1127,"CLX Set Gaming Desktop w/Intel Core i7 10700K Processor, 64GB DDR4 Memory, GeForce RTX 3080 Graphics, 1 TB SSD, 6 TB HDD, WiFi, Windows 10 Home 64-bit,Black",0.0,0,3019.49,Intel Core i7,6 TB,64 GB,3.8 GHz,CLX,0,0,GB,64.0,3.8,6000.0
1128,"Dell XPS 8940 Desktop Computer - 11th Gen Intel Core i7-11700 up to 4.9 GHz CPU, 32GB RAM, 1TB SSD + 8TB HDD, GeForce RTX 3070 8GB GPU, Killer Wi-Fi 6, DVD Burner, Windows 11 Pro, Black",0.0,0,3019.0,Intel Core i7,9000 GB,32 GB,2.50 GHz,Dell,0,0,GB,32.0,2.5,9000.0
1129,"Velztorm Pilum CTO Gaming Desktop PC Liquid-Cooled (AMD Ryzen 7 3700X 8-Core, 64GB DDR4, 1TB PCIe SSD + 3TB HDD (3.5), GeForce RTX 2060 6GB, 120mm AIO, RGB Fans, 750W PSU, WiFi-N, Win10P)",0.0,0,3019.0,Ryzen 7,1 TB,64 GB,3.60 GHz,Velztorm,0,1,GB,64.0,3.6,1000.0
1130,"MSI Aegis RS 12TG-261 Gaming & Entertainment Desktop PC (Intel i7-12700KF 12-Core, 32GB DDR5 4800MHz RAM, 6TB HDD (3.5), GeForce RTX 3060 Ti, WiFi, Bluetooth, Backlit KB, Win 11 Pro) with Hub",0.0,0,3009.0,Intel Core i7,6 TB,32 GB,3.60 GHz,MSI,1,0,GB,32.0,3.6,6000.0
1131,"New Alienware Aurora R11 Gaming Desktop, Intel i7-10700KF, NVIDIA GeForce RTX 2080 Super 8GB GDDR6, 512GB SSD + 1TB SATA HDD, 16GB DDR4 XMP, Windows 10 Home, AWAUR11-7088BLK-PUS",0.8800000000000001,88,2999.99,Intel Core i7,512 GB,16 GB,5.1 GHz,Alienware,0,0,GB,16.0,5.1,512.0
1132,"AORUS Model X Gaming PC Computer Desktop (Intel i9-11900K, NVIDIA GeForce RTX 3080 GDDR6X 10GB, 16GB DDR4 RAM, 3TB M.2 SSD) - GB-AMXI9N8A-2051",0.0,0,2999.99,Intel Core i9,1 TB,16 GB,3.7 GHz,other,0,0,GB,16.0,3.7,1000.0
1133,"MSI Aegis RS (Tower) Gaming Desktop, Intel Core i7-11700K, GeForce RTX 3080, 16GB Memory, 1TB SSD + 2TB HDD, WiFi 6, Liquid Cooling, USB Type-C, VR-Ready, Windows 10 Home Adv. (11TE-089US)",0.54,5,2999.99,Intel Core i7,1 TB,16 GB,3.6 GHz,MSI,0,1,GB,16.0,3.6,1000.0
1134,"MSI Aegis RS 10TE-066US Gaming Desktop Tower Intel Core i7-10700K, GeForce RTX 3080, 16GB Memory, 1TB SSD + 2TB HDD, WiFi 6, Liquid Cooling, USB Type-C, VR-Ready, Windows 10 Home",0.62,11,2999.99,Intel Core i7,1 TB,16 GB,3.8 GHz,MSI,0,1,GB,16.0,3.8,1000.0
1135,"OMEN 30L Gaming Desktop Gamer Tower, GeForce RTX 3060 Ti 8GB Graphics, AMD 8-Core Ryzen 7 5800X Beat i7-10700F (64GB DDR4 RAM| 4TB SATA SSD| 2TB HDD) WiFi Bluetooth 750 Watts Windows 10, JTD Mouse Pad",0.76,7,2999.99,Ryzen 7,4 TB,64 GB,4.70 GHz,OMEN,1,0,GB,64.0,4.7,4000.0
1136,Adamant Custom 16-Core Liquid Cooled Workstation Gaming Desktop Computer Intel Core i9-12900K 3.2GHz Z690 Aorus 32Gb DDR4 2TB (2x1) NVMe 3500MB/s SSD 6TB HDD 750W WiFi Bluetooth Geforce RTX 3060 12Gb,0.0,0,2999.99,Intel Core i9,6 TB,32 GB,3.20 GHz,Adamant,1,1,GB,32.0,3.2,6000.0
1137,Adamant Custom 16-Core Liquid Cooled Gaming Desktop Computer System Intel Core i9-12900K 3.2GHz Z690 Prime 32Gb DDR4 2TB NVMe 1800MB/s SSD 6TB HDD 750W WiFi Bluetooth Geforce RTX 3070 8Gb,0.0,0,2999.99,Intel Core i9,6 TB,32 GB,3.20 GHz,Adamant,1,1,GB,32.0,3.2,6000.0
1138,Adamant Custom 16-Core Liquid Cooled Gaming Desktop Computer PC Intel Core i9-12900K 3.2GHz Z690 Prime 32Gb DDR4 500Gb NVMe 3100MB/s SSD 4TB HDD 750W WiFi Bluetooth Geforce RTX 3070 8Gb,0.0,0,2999.99,Intel Core i9,4 TB,32 GB,3.20 GHz,Adamant,1,1,GB,32.0,3.2,4000.0
1139,Adamant Custom 12-Core Liquid Cooled Gaming Desktop Computer System Intel Core i7-12700K 3.6GHz Z690 Prime 32Gb DDR4 2TB (2x1) NVMe 3500MB/s SSD 4TB HDD 750W PSU WiFi Bluetooth Geforce RTX 3070 8Gb,0.0,0,2999.99,Intel Core i7,4 TB,32 GB,3.60 GHz,Adamant,1,1,GB,32.0,3.6,4000.0
1140,Adamant Custom 8-Core Gaming Desktop Computer PC System AMD Ryzen 7 5800X 3.8GHz X570 Tuf 32Gb DDR4 1TB NVMe SSD 3TB HDD 750W PSU WiFi Bluetooth Geforce RTX 3070 Ti 8Gb,0.0,0,2999.99,AMD R Series,3 TB,32 GB,3.80 GHz,Adamant,1,0,GB,32.0,3.8,3000.0
1141,Adamant Custom Extreme 8-Core Gaming Desktop Computer PC AMD Ryzen 7 5800X 3.8GHz X570 Tuf 32Gb DDR4 512Gb NVMe SSD 4TB HDD 750W PSU WiFi Bluetooth Geforce RTX 3070 Ti 8Gb,0.0,0,2999.99,AMD R Series,4 TB,32 GB,3.80 GHz,Adamant,1,0,GB,32.0,3.8,4000.0
1142,Adamant Custom 8-Core Gaming Desktop Computer AMD Ryzen 7 5800X 3.8GHz X570 Aorus 32Gb DDR4 500Gb NVMe 3500MB/s SSD 2TB HDD 850W Toughpower PSU WiFi Bluetooth Geforce RTX 3070 Ti 8Gb,0.0,0,2999.99,AMD R Series,2 TB,32 GB,3.80 GHz,Adamant,1,0,GB,32.0,3.8,2000.0
1143,Adamant Custom 12-Core Gaming Desktop Computer PC System AMD Ryzen 9 5900X 3.4GHz X570 32Gb DDR4 1TB NVMe 3500MB/s SSD 750W PSU WiFi Bluetooth Geforce RTX 3070 8Gb,0.0,0,2999.99,AMD R Series,1 TB,32 GB,3.70 GHz,Adamant,1,0,GB,32.0,3.7,1000.0
1144,Adamant Custom 12-Core Gaming Desktop Computer AMD Ryzen 9 5900X 3.4GHz X570 32Gb DDR4 500Gb NVMe 3500MB/s SSD 750W PSU WiFi Bluetooth Geforce RTX 3070 Ti 8Gb,0.0,0,2999.99,AMD R Series,500 GB,32 GB,3.70 GHz,Adamant,1,0,GB,32.0,3.7,500.0
1145,Adamant Custom 8-Core Liquid Cooled Gaming Desktop Computer Intel Core i9 11900K 3.5Ghz Z590 Prime 32Gb DDR4 500Gb NVMe 3500MB/s SSD 750W PSU WiFi Bluetooth Geforce RTX 3070 Ti 8Gb,0.0,0,2999.99,Intel Core i9,500 GB,32 GB,3.50 GHz,Adamant,1,1,GB,32.0,3.5,500.0
1146,Adamant Custom 8-Core Liquid Cooled Gaming Desktop Computer Intel Core i9 11900K 3.5Ghz Z590 Tuf 32Gb DDR4 500Gb NVMe 3500MB/s SSD 750W PSU WiFi Bluetooth Geforce RTX 3070 Ti 8Gb,0.0,0,2999.99,Intel Core i9,500 GB,32 GB,3.50 GHz,Adamant,1,1,GB,32.0,3.5,500.0
1147,Adamant Custom 8-Core Liquid Cooled Gaming Desktop Computer System AMD Ryzen 7 5800X 3.8Ghz X570 32Gb DDR4 1TB NVMe PCIe 4.0 SSD 4TB HDD 750W WiFi Bluetooth Geforce RTX 3070 8Gb,0.0,0,2999.99,AMD R Series,4 TB,32 GB,3.80 GHz,Adamant,1,1,GB,32.0,3.8,4000.0
1148,Adamant Custom 10-Core Liquid Cooled Gaming Desktop Computer Intel Core i9-10850K 3.6Ghz Z590 Aorus Series 32Gb RAM 500Gb NVMe 3500MB/s SSD 4TB HDD 750W Geforce RTX 3060 Ti 8Gb,0.0,0,2999.99,Intel Core i9,4 TB,32 GB,3.70 GHz,Adamant,0,1,GB,32.0,3.7,4000.0
1149,Adamant Custom 12-Core Liquid Cooled Workstation Desktop Computer AMD Ryzen 9 5900X 3.7GHz X570 Tuf Series 64Gb DDR4 1TB NVMe SSD 4TB HDD 750W PSU WiFi Bluetooth Quadro P2200 5Gb,0.0,0,2999.99,Ryzen 9,4 TB,64 GB,3.80 GHz,Adamant,1,1,GB,64.0,3.8,4000.0
1150,Adamant Custom 10-Core Liquid Cooled Gaming Desktop Computer PC System Intel Core i9-10850K 3.6GHz Z590 Prime Series 16Gb RAM 1TB NVMe SSD 3TB HDD 750W Geforce RTX 2080 8Gb,0.0,0,2999.99,Intel Core i9,3 TB,16 GB,3.60 GHz,Adamant,0,1,GB,16.0,3.6,3000.0
1151,Adamant Custom 10-Core Liquid Cooled Gaming Desktop Computer PC Intel Core i9-10850K 3.6GHz Z590 Prime Series 16Gb RAM 1TB NVMe SSD 3TB HDD 600W Geforce RTX 3070 8Gb,0.0,0,2999.99,Intel Core i9,3 TB,16 GB,3.60 GHz,Adamant,0,1,GB,16.0,3.6,3000.0
1152,Adamant Custom 10-Core Gaming Desktop Computer PC System Intel i9 10900K 3.7Ghz Z590 Tuf Series 32Gb RAM 500Gb NVMe 3500MB/s SSD 4TB HDD WiFi Bluetooth Geforce RTX 3070 8Gb,0.0,0,2999.99,Intel Core i9,4 TB,32 GB,3.70 GHz,Adamant,1,0,GB,32.0,3.7,4000.0
1153,Adamant Custom 12-Core Liquid Cooled Gaming Desktop Computer AMD Ryzen 9 5900X 3.7GHz X570 32Gb DDR4 5TB 2TB 1800MB/s NVMe SSD Geforce RTX 2060 8Gb,0.0,0,2999.99,AMD R Series,5 TB,32 GB,3.80 GHz,Adamant,0,1,GB,32.0,3.8,5000.0
1154,Adamant Custom 12-Core Liquid Cooled Gaming Desktop Computer PC AMD Ryzen 9 5900X 3.7GHz X570 32Gb DDR4 4TB HDD 512Gb NVMe SSD WiFi Geforce RTX 3070 8Gb,0.0,0,2999.99,AMD R Series,4 TB,32 GB,3.80 GHz,Adamant,0,1,GB,32.0,3.8,4000.0
1155,Adamant Custom 12-Core Liquid Cooled Gaming Desktop Computer AMD Ryzen 9 5900X 3.7GHz X570 32Gb DDR4 3TB HDD 500Gb PCIe 4.0 NVMe SSD WiFi Geforce RTX 3070 8Gb,0.0,0,2999.99,AMD R Series,3 TB,32 GB,3.80 GHz,Adamant,0,1,GB,32.0,3.8,3000.0
1156,Adamant Custom 6-Core Gaming Desktop Computer PC System AMD Ryzen 5 5600X 3.7Ghz X570 Series 32Gb DDR4 RAM 5TB HDD 2TB NVMe SSD 600W PSU Wi-Fi Bluetooth Geforce RTX 2080 8Gb,0.0,0,2999.99,Ryzen 5,5 TB,16 GB,3.70 GHz,Adamant,1,0,GB,16.0,3.7,5000.0
1157,Adamant Custom Liquid Cooled Gaming Desktop Computer Intel Core i9 11900K 3.5Ghz 16Gb DDR4 RAM 1TB SSD 750W PSU Wi-Fi Geforce RTX 2080 8Gb,0.0,0,2999.99,Intel Core i9,1 TB,16 GB,3.60 GHz,Adamant,0,1,GB,16.0,3.6,1000.0
1158,Adamant Custom Liquid Cooled Gaming Desktop Computer Intel Core i9 11900K 3.5Ghz 16Gb DDR4 RAM 1TB NVMe SSD 750W PSU Wi-Fi Geforce RTX 2080 8Gb,0.0,0,2999.99,Intel Core i9,1 TB,16 GB,3.60 GHz,Adamant,0,1,GB,16.0,3.6,1000.0
1159,Adamant Custom Liquid Cooled Gaming Desktop Computer AMD Ryzen 7 5800X 3.8Ghz 32Gb DDR4 4TB HDD 1TB SSD 750W PSU GeForce RTX 2080 8Gb,0.8,1,2999.99,Ryzen 7,4 TB,32 GB,3.90 GHz,Adamant,0,1,GB,32.0,3.9,4000.0
1160,Alienware - Aurora R8 Desktop - Intel Core i7-16GB Memory - NVIDIA GeForce RTX 2080-1TB Hard Drive + 256GB Solid State Drive - Epic Silver (Renewed),0.0,0,2999.77,Intel Mobile CPU,1 TB,16 GB,3.20 GHz,Alienware,0,0,GB,16.0,3.2,1000.0
1161,"Alienware Aurora R8 High End Gaming Desktop AUR8-5516SLV (Intel Core i5, 16GB Memory, NVIDIA GeForce RTX 2070, 1TB Hard Drive + 256GB Solid State Drive) in Epic Silver (Renewed)",0.8800000000000001,37,2999.77,other,1 TB,16 GB,0.0 GHz,Alienware,0,0,GB,16.0,0.0,1000.0
1162,"MSI Aegis RS (Tower) Gaming Desktop, Intel Core i7-12700KF, GeForce RTX 3060 Ti, 16GB Memory (Dual-CHL), 1TB SSD, WiFi 6E, Liquid Cooling, USB Type-C, VR-Ready, Win11H (12TG-261US)",1.0,1,2999.0,Intel Core i7,0.01 MB,16 GB,5 GHz,MSI,0,1,GB,16.0,5.0,1e-05
1163,"2022 MSI Creator P100X 11TE-1011US (i9-11900K, 32GB RAM, 1TB NVMe SSD + 2TB HDD, RTX 3070Ti 8GB, Windows 11 Pro) Content Creation Desktop PC",0.0,0,2999.0,Intel Core i9,1 TB,32 GB,3.50 GHz,MSI,0,0,GB,32.0,3.5,1000.0
