iter	Passed	Remaining
1196	3503	8204
1197	3506	8200
1198	3508	8196
1199	3511	8192
1200	3514	8190
1201	3516	8186
1202	3519	8183
1203	3522	8180
1204	3525	8178
1205	3529	8176
1206	3532	8173
1207	3534	8168
1208	3536	8164
1209	3539	8161
1210	3542	8157
1211	3545	8155
1212	3548	8152
1213	3551	8150
1214	3553	8146
1215	3556	8143
1216	3559	8140
1217	3562	8137
1218	3565	8133
1219	3568	8130
1220	3571	8129
1221	3574	8125
1222	3577	8123
1223	3579	8118
1224	3582	8116
1225	3585	8113
1226	3588	8109
1227	3591	8106
1228	3594	8104
1229	3597	8101
1230	3601	8100
1231	3604	8097
1232	3606	8094
1233	3610	8092
1234	3612	8088
1235	3616	8086
1236	3619	8085
1237	3622	8082
1238	3625	8079
1239	3628	8075
1240	3631	8072
1241	3633	8069
1242	3637	8067
1243	3641	8066
1244	3645	8066
1245	3649	8065
1246	3652	8062
1247	3654	8058
1248	3657	8055
1249	3660	8052
1250	3662	8047
1251	3665	8044
1252	3668	8042
1253	3672	8041
1254	3675	8038
1255	3678	8036
1256	3681	8033
1257	3683	8029
1258	3686	8025
1259	3689	8023
1260	3692	8020
1261	3695	8018
1262	3699	8016
1263	3701	8012
1264	3704	8009
1265	3708	8008
1266	3711	8005
1267	3714	8002
1268	3716	7999
1269	3719	7996
1270	3723	7993
1271	3726	7991
1272	3730	7990
1273	3732	7987
1274	3736	7985
1275	3739	7982
1276	3742	7980
1277	3744	7976
1278	3748	7973
1279	3751	7971
1280	3754	7968
1281	3757	7965
1282	3759	7962
1283	3762	7957
1284	3765	7954
1285	3767	7950
1286	3770	7947
1287	3773	7944
1288	3775	7941
1289	3778	7938
1290	3781	7934
1291	3784	7932
1292	3787	7928
1293	3790	7926
1294	3793	7924
1295	3797	7922
1296	3799	7919
1297	3802	7915
1298	3806	7913
1299	3809	7911
1300	3811	7907
1301	3814	7904
1302	3817	7902
1303	3821	7900
1304	3824	7898
1305	3826	7894
1306	3829	7890
1307	3832	7888
1308	3835	7885
1309	3838	7882
1310	3841	7878
1311	3845	7877
1312	3848	7875
1313	3851	7872
1314	3854	7869
1315	3856	7864
1316	3858	7860
1317	3861	7857
1318	3863	7853
1319	3867	7851
1320	3870	7848
1321	3873	7846
1322	3875	7842
1323	3879	7841
1324	3881	7836
1325	3885	7834
1326	3888	7832
1327	3891	7829
1328	3894	7827
1329	3897	7825
1330	3900	7821
1331	3903	7819
1332	3906	7816
1333	3909	7813
1334	3913	7811
1335	3916	7808
1336	3918	7804
1337	3921	7801
1338	3924	7799
1339	3928	7797
1340	3931	7796
1341	3935	7794
1342	3937	7790
1343	3941	7788
1344	3944	7785
1345	3946	7782
1346	3949	7779
1347	3953	7777
1348	3955	7773
1349	3958	7771
1350	3961	7767
1351	3963	7763
1352	3966	7760
1353	3969	7757
1354	3972	7754
1355	3975	7752
1356	3978	7749
1357	3982	7747
1358	3984	7742
1359	3987	7739
1360	3990	7738
1361	3993	7734
1362	3996	7731
1363	3999	7729
1364	4002	7726
1365	4005	7724
1366	4008	7721
1367	4012	7720
1368	4016	7718
1369	4018	7714
1370	4021	7711
1371	4023	7707
1372	4027	7705
1373	4029	7701
1374	4033	7699
1375	4036	7697
1376	4039	7694
1377	4042	7691
1378	4044	7686
1379	4046	7683
1380	4050	7681
1381	4052	7677
1382	4056	7675
1383	4059	7672
1384	4062	7669
1385	4065	7667
1386	4068	7664
1387	4071	7661
1388	4073	7656
1389	4076	7654
1390	4080	7652
1391	4083	7650
1392	4086	7647
1393	4089	7645
1394	4092	7641
1395	4094	7637
1396	4097	7634
1397	4099	7630
1398	4102	7626
1399	4105	7623
1400	4107	7620
1401	4111	7618
1402	4114	7615
1403	4116	7612
1404	4119	7608
1405	4121	7604
1406	4124	7600
1407	4127	7598
1408	4131	7596
1409	4134	7594
1410	4136	7590
1411	4139	7587
1412	4143	7586
1413	4146	7583
1414	4150	7581
1415	4153	7579
1416	4156	7576
1417	4159	7573
1418	4162	7571
1419	4165	7568
1420	4168	7564
1421	4171	7562
1422	4175	7561
1423	4178	7559
1424	4181	7556
1425	4184	7552
1426	4187	7551
1427	4191	7549
1428	4194	7545
1429	4196	7542
1430	4200	7541
1431	4204	7539
1432	4207	7536
1433	4210	7533
1434	4212	7529
1435	4215	7526
1436	4218	7523
1437	4221	7521
1438	4224	7518
1439	4228	7516
1440	4231	7515
1441	4234	7512
1442	4238	7510
1443	4241	7507
1444	4244	7504
1445	4247	7502
1446	4249	7497
1447	4253	7495
1448	4256	7493
1449	4259	7491
1450	4263	7489
1451	4266	7487
1452	4269	7484
1453	4272	7480
1454	4275	7478
1455	4278	7476
1456	4281	7472
1457	4284	7470
1458	4288	7468
1459	4290	7463
1460	4294	7462
1461	4296	7459
1462	4299	7455
1463	4302	7452
1464	4304	7449
1465	4308	7446
1466	4311	7443
1467	4314	7441
1468	4317	7439
1469	4321	7437
1470	4323	7433
1471	4327	7431
1472	4330	7428
1473	4333	7426
1474	4336	7422
1475	4338	7419
1476	4341	7416
1477	4344	7413
1478	4348	7411
1479	4350	7408
1480	4354	7406
1481	4357	7404
1482	4361	7401
1483	4364	7399
1484	4367	7396
1485	4369	7393
1486	4372	7389
1487	4375	7387
1488	4378	7383
1489	4381	7381
1490	4383	7377
1491	4386	7374
1492	4390	7371
1493	4393	7370
1494	4396	7366
1495	4399	7363
1496	4402	7361
1497	4405	7357
1498	4408	7355
1499	4411	7353
1500	4414	7349
1501	4417	7346
1502	4421	7344
1503	4423	7341
1504	4426	7338
1505	4429	7335
1506	4432	7332
1507	4435	7330
1508	4438	7327
1509	4441	7323
1510	4444	7321
1511	4447	7318
1512	4450	7316
1513	4453	7313
1514	4457	7311
1515	4461	7309
1516	4464	7306
1517	4466	7303
1518	4470	7301
1519	4472	7297
1520	4475	7293
1521	4478	7291
1522	4481	7288
1523	4484	7286
1524	4487	7283
1525	4491	7281
1526	4494	7278
1527	4496	7274
1528	4498	7270
1529	4502	7268
1530	4503	7263
1531	4507	7261
1532	4509	7257
1533	4512	7253
1534	4515	7251
1535	4517	7247
1536	4520	7244
1537	4523	7241
1538	4526	7238
1539	4529	7236
1540	4532	7232
1541	4535	7230
1542	4539	7228
1543	4542	7225
1544	4545	7222
1545	4548	7219
1546	4551	7217
1547	4555	7216
1548	4558	7213
1549	4562	7211
1550	4565	7208
1551	4569	7207
1552	4571	7203
1553	4575	7202
1554	4577	7198
1555	4581	7195
1556	4583	7192
1557	4587	7190
1558	4590	7187
1559	4593	7184
1560	4596	7182
1561	4600	7180
1562	4603	7177
1563	4606	7174
1564	4609	7172
1565	4612	7168
1566	4615	7166
1567	4618	7162
1568	4620	7159
1569	4623	7156
1570	4625	7151
1571	4629	7150
1572	4632	7147
1573	4634	7143
1574	4638	7141
1575	4643	7141
1576	4646	7139
1577	4648	7135
1578	4651	7132
1579	4654	7129
1580	4657	7126
1581	4661	7125
1582	4664	7121
1583	4667	7118
1584	4670	7115
1585	4672	7112
1586	4676	7109
1587	4679	7107
1588	4683	7105
1589	4686	7103
1590	4688	7099
1591	4691	7096
1592	4694	7092
1593	4697	7090
1594	4700	7087
1595	4703	7084
1596	4706	7081
1597	4709	7078
1598	4711	7074
1599	4714	7071
1600	4716	7067
1601	4719	7064
1602	4722	7062
1603	4725	7059
1604	4729	7057
1605	4732	7054
1606	4735	7051
1607	4739	7049
1608	4742	7046
1609	4745	7044
1610	4751	7045
1611	4755	7044
1612	4758	7041
1613	4761	7038
1614	4763	7034
1615	4766	7031
1616	4770	7029
1617	4773	7027
1618	4776	7023
1619	4778	7020
1620	4781	7017
1621	4785	7016
1622	4788	7013
1623	4792	7011
1624	4794	7007
1625	4797	7004
1626	4800	7001
1627	4802	6997
1628	4805	6994
1629	4808	6990
1630	4811	6988
1631	4814	6986
1632	4817	6982
1633	4820	6979
1634	4823	6977
1635	4826	6974
1636	4830	6972
1637	4833	6970
1638	4836	6967
1639	4840	6964
1640	4842	6961
1641	4845	6958
1642	4848	6956
1643	4852	6953
1644	4855	6951
1645	4857	6947
1646	4861	6945
1647	4864	6942
1648	4868	6940
1649	4871	6938
1650	4875	6936
1651	4878	6933
1652	4881	6931
1653	4884	6928
1654	4887	6925
1655	4891	6923
1656	4893	6919
1657	4895	6915
1658	4898	6912
1659	4900	6908
1660	4903	6905
1661	4906	6902
1662	4909	6898
1663	4912	6895
1664	4915	6893
1665	4917	6889
1666	4920	6886
1667	4923	6884
1668	4927	6881
1669	4929	6878
1670	4933	6875
1671	4936	6873
1672	4939	6870
1673	4943	6868
1674	4947	6867
1675	4950	6864
1676	4953	6861
1677	4956	6858
1678	4959	6856
1679	4962	6852
1680	4964	6849
1681	4967	6845
1682	4971	6843
1683	4974	6841
1684	4977	6838
1685	4980	6835
1686	4984	6833
1687	4987	6831
1688	4990	6828
1689	4993	6825
1690	4996	6822
1691	4999	6819
1692	5003	6817
1693	5007	6816
1694	5009	6812
1695	5012	6809
1696	5016	6807
