iter	Passed	Remaining
1697	5018	6803
1698	5021	6801
1699	5024	6797
1700	5027	6794
1701	5030	6792
1702	5034	6790
1703	5038	6788
1704	5041	6785
1705	5043	6781
1706	5045	6778
1707	5049	6776
1708	5053	6773
1709	5055	6770
1710	5059	6768
1711	5062	6765
1712	5066	6764
1713	5070	6762
1714	5073	6760
1715	5077	6758
1716	5080	6755
1717	5084	6753
1718	5086	6749
1719	5089	6746
1720	5093	6744
1721	5096	6742
1722	5100	6740
1723	5104	6738
1724	5106	6735
1725	5109	6732
1726	5113	6729
1727	5116	6726
1728	5119	6724
1729	5123	6722
1730	5127	6720
1731	5130	6717
1732	5133	6715
1733	5137	6713
1734	5139	6709
1735	5142	6707
1736	5145	6704
1737	5149	6701
1738	5152	6698
1739	5155	6695
1740	5158	6693
1741	5162	6691
1742	5165	6689
1743	5168	6685
1744	5171	6682
1745	5174	6680
1746	5176	6676
1747	5180	6673
1748	5182	6669
1749	5185	6666
1750	5188	6664
1751	5192	6661
1752	5195	6660
1753	5198	6657
1754	5201	6653
1755	5204	6650
1756	5206	6646
1757	5210	6644
1758	5212	6641
1759	5216	6639
1760	5221	6638
1761	5224	6636
1762	5228	6633
1763	5231	6631
1764	5235	6629
1765	5238	6627
1766	5242	6625
1767	5245	6622
1768	5249	6620
1769	5253	6618
1770	5255	6614
1771	5259	6612
1772	5262	6609
1773	5263	6605
1774	5267	6602
1775	5271	6600
1776	5273	6597
1777	5277	6595
1778	5280	6592
1779	5283	6589
1780	5286	6586
1781	5289	6584
1782	5293	6581
1783	5295	6578
1784	5298	6574
1785	5302	6572
1786	5305	6569
1787	5308	6567
1788	5311	6564
1789	5314	6561
1790	5317	6558
1791	5320	6555
1792	5322	6551
1793	5325	6548
1794	5329	6546
1795	5332	6544
1796	5335	6540
1797	5338	6538
1798	5341	6535
1799	5344	6532
1800	5348	6529
1801	5350	6526
1802	5353	6523
1803	5356	6519
1804	5360	6518
1805	5364	6516
1806	5367	6514
1807	5371	6512
1808	5374	6509
1809	5378	6507
1810	5381	6505
1811	5385	6502
1812	5388	6500
1813	5392	6498
1814	5395	6495
1815	5398	6492
1816	5401	6489
1817	5404	6486
1818	5407	6484
1819	5410	6480
1820	5414	6478
1821	5417	6476
1822	5421	6474
1823	5425	6472
1824	5428	6469
1825	5430	6465
1826	5433	6462
1827	5437	6460
1828	5439	6456
1829	5442	6453
1830	5446	6451
1831	5449	6448
1832	5453	6446
1833	5456	6444
1834	5459	6441
1835	5462	6438
1836	5465	6435
1837	5469	6433
1838	5472	6431
1839	5476	6428
1840	5478	6425
1841	5482	6422
1842	5486	6420
1843	5489	6418
1844	5492	6415
1845	5495	6412
1846	5498	6409
1847	5501	6406
1848	5503	6402
1849	5506	6399
1850	5510	6397
1851	5512	6394
1852	5515	6390
1853	5519	6388
1854	5523	6386
1855	5524	6382
1856	5528	6379
1857	5531	6376
1858	5534	6373
1859	5537	6370
1860	5539	6367
1861	5543	6365
1862	5546	6362
1863	5549	6359
1864	5553	6357
1865	5556	6354
1866	5559	6351
1867	5563	6349
1868	5566	6346
1869	5569	6344
1870	5572	6341
1871	5574	6337
1872	5578	6335
1873	5582	6332
1874	5585	6330
1875	5588	6327
1876	5591	6324
1877	5595	6322
1878	5597	6318
1879	5600	6315
1880	5603	6312
1881	5607	6310
1882	5611	6308
1883	5614	6305
1884	5617	6302
1885	5619	6299
1886	5623	6296
1887	5626	6294
1888	5631	6292
1889	5634	6290
1890	5641	6291
1891	5644	6289
1892	5647	6286
1893	5651	6284
1894	5655	6282
1895	5658	6279
1896	5662	6277
1897	5666	6275
1898	5670	6273
1899	5674	6271
1900	5676	6267
1901	5679	6264
1902	5681	6260
1903	5683	6257
1904	5686	6253
1905	5690	6251
1906	5693	6248
1907	5696	6245
1908	5699	6242
1909	5702	6239
1910	5705	6236
1911	5709	6235
1912	5713	6233
1913	5716	6230
1914	5719	6226
1915	5722	6224
1916	5726	6222
1917	5730	6220
1918	5732	6216
1919	5735	6213
1920	5738	6210
1921	5741	6207
1922	5745	6205
1923	5748	6202
1924	5752	6200
1925	5755	6197
1926	5758	6194
1927	5762	6192
1928	5765	6190
1929	5768	6187
1930	5771	6183
1931	5773	6179
1932	5776	6177
1933	5780	6174
1934	5783	6172
1935	5786	6169
1936	5789	6166
1937	5792	6163
1938	5796	6160
1939	5798	6157
1940	5802	6155
1941	5806	6152
1942	5809	6150
1943	5812	6147
1944	5816	6145
1945	5820	6143
1946	5822	6139
1947	5825	6136
1948	5829	6134
1949	5832	6131
1950	5835	6128
1951	5839	6126
1952	5841	6122
1953	5844	6120
1954	5848	6117
1955	5850	6114
1956	5854	6111
1957	5856	6108
1958	5859	6105
1959	5863	6102
1960	5866	6100
1961	5870	6097
1962	5874	6095
1963	5878	6093
1964	5880	6090
1965	5884	6087
1966	5886	6084
1967	5890	6081
1968	5893	6079
1969	5897	6076
1970	5900	6074
1971	5903	6071
1972	5906	6068
1973	5909	6065
1974	5912	6062
1975	5915	6059
1976	5919	6057
1977	5923	6054
1978	5925	6051
1979	5928	6048
1980	5931	6045
1981	5935	6042
1982	5937	6039
1983	5941	6037
1984	5945	6035
1985	5948	6032
1986	5951	6029
1987	5954	6026
1988	5958	6024
1989	5962	6021
1990	5966	6019
1991	5968	6016
1992	5972	6014
1993	5975	6011
1994	5979	6009
1995	5981	6005
1996	5984	6002
1997	5987	5999
1998	5991	5997
1999	5994	5994
2000	5997	5991
2001	6001	5989
2002	6005	5987
2003	6008	5984
2004	6010	5980
2005	6013	5978
2006	6017	5975
2007	6020	5972
2008	6023	5969
2009	6026	5966
2010	6030	5964
2011	6034	5962
2012	6040	5962
2013	6044	5959
2014	6047	5957
2015	6051	5955
2016	6053	5951
2017	6056	5948
2018	6059	5945
2019	6061	5941
2020	6065	5939
2021	6068	5936
2022	6071	5933
2023	6075	5931
2024	6078	5928
2025	6082	5926
2026	6085	5922
2027	6089	5920
2028	6092	5918
2029	6095	5915
2030	6098	5912
2031	6101	5909
2032	6104	5906
2033	6107	5903
2034	6112	5901
2035	6115	5898
2036	6118	5896
2037	6122	5894
2038	6125	5891
2039	6128	5888
2040	6131	5885
2041	6134	5881
2042	6136	5878
2043	6139	5875
2044	6142	5872
2045	6146	5870
2046	6150	5867
2047	6152	5864
2048	6156	5862
2049	6159	5859
2050	6163	5856
2051	6166	5853
2052	6168	5850
2053	6172	5847
2054	6175	5844
2055	6178	5841
2056	6182	5839
2057	6184	5835
2058	6187	5832
2059	6190	5829
2060	6193	5827
2061	6195	5823
2062	6198	5820
2063	6201	5816
2064	6204	5813
2065	6207	5811
2066	6211	5808
2067	6214	5805
2068	6217	5802
2069	6220	5800
2070	6224	5797
2071	6228	5795
2072	6231	5792
2073	6234	5789
2074	6238	5787
2075	6241	5784
2076	6244	5781
2077	6246	5777
2078	6249	5774
2079	6251	5770
2080	6254	5767
2081	6256	5763
2082	6259	5760
2083	6263	5758
2084	6267	5756
2085	6269	5752
2086	6272	5749
2087	6274	5745
2088	6277	5742
2089	6280	5739
2090	6284	5737
2091	6288	5735
2092	6292	5733
2093	6295	5730
2094	6298	5727
2095	6301	5724
2096	6305	5721
2097	6307	5718
2098	6310	5715
2099	6314	5712
2100	6317	5710
2101	6320	5707
2102	6324	5704
2103	6326	5701
2104	6329	5697
2105	6332	5694
2106	6335	5691
2107	6338	5688
2108	6341	5686
2109	6345	5683
2110	6348	5680
2111	6351	5678
2112	6355	5675
2113	6358	5672
2114	6361	5669
2115	6365	5667
2116	6368	5664
2117	6371	5661
2118	6374	5658
2119	6378	5656
2120	6380	5652
2121	6383	5649
2122	6386	5646
2123	6389	5643
2124	6393	5640
2125	6396	5638
2126	6400	5635
2127	6403	5632
2128	6406	5630
2129	6411	5628
2130	6414	5625
2131	6418	5623
2132	6421	5620
2133	6425	5618
2134	6428	5615
2135	6431	5612
2136	6435	5610
2137	6438	5607
2138	6442	5605
2139	6445	5602
2140	6449	5599
2141	6451	5596
2142	6454	5593
2143	6457	5590
2144	6461	5587
2145	6464	5584
2146	6467	5581
2147	6470	5579
2148	6473	5575
2149	6476	5573
2150	6479	5569
2151	6482	5566
2152	6484	5563
2153	6487	5560
2154	6490	5556
2155	6492	5553
2156	6496	5550
2157	6497	5546
2158	6501	5543
2159	6504	5541
2160	6507	5538
2161	6511	5535
2162	6514	5532
2163	6518	5530
2164	6521	5527
2165	6525	5525
2166	6528	5522
2167	6531	5519
2168	6535	5516
2169	6538	5513
2170	6540	5510
2171	6544	5508
2172	6547	5505
2173	6550	5501
2174	6553	5498
2175	6556	5495
2176	6559	5493
2177	6563	5490
2178	6565	5486
2179	6569	5484
2180	6571	5480
2181	6574	5478
2182	6577	5474
2183	6580	5471
2184	6583	5468
2185	6586	5465
2186	6589	5462
2187	6592	5459
2188	6595	5456
2189	6599	5454
2190	6601	5450
2191	6604	5447
2192	6607	5444
2193	6610	5441
2194	6613	5438
2195	6616	5435
2196	6619	5432
2197	6622	5429
2198	6626	5426
2199	6628	5423
2200	6631	5420
2201	6634	5417
2202	6638	5414
2203	6640	5411
2204	6643	5408
2205	6647	5406
2206	6649	5402
2207	6652	5398
2208	6655	5395
2209	6658	5392
2210	6661	5389
2211	6664	5387
2212	6667	5384
2213	6671	5381
2214	6675	5379
2215	6678	5376
2216	6681	5373
2217	6684	5370
2218	6686	5366
2219	6690	5364
2220	6692	5360
2221	6696	5358
2222	6699	5355
2223	6703	5352
2224	6706	5350
2225	6709	5346
2226	6712	5344
2227	6714	5340
2228	6717	5337
2229	6720	5334
2230	6723	5331
2231	6727	5328
2232	6730	5325
2233	6733	5323
2234	6737	5320
2235	6739	5317
2236	6743	5314
2237	6746	5311
2238	6749	5308
2239	6753	5305
2240	6756	5302
2241	6759	5300
2242	6762	5297
2243	6766	5294
2244	6770	5292
2245	6772	5289
2246	6775	5286
2247	6779	5283
2248	6782	5280
2249	6784	5277
2250	6788	5274
2251	6791	5271
2252	6795	5269
2253	6797	5265
2254	6801	5263
2255	6804	5259
2256	6807	5257
2257	6810	5254
2258	6813	5250
2259	6815	5247
2260	6818	5244
2261	6822	5242
2262	6825	5238
2263	6828	5236
2264	6830	5232
2265	6833	5228
2266	6835	5225
2267	6838	5222
2268	6841	5219
2269	6844	5216
2270	6847	5213
2271	6851	5211
2272	6854	5207
2273	6857	5205
2274	6859	5201
2275	6863	5198
2276	6866	5196
2277	6870	5193
2278	6873	5190
2279	6876	5187
2280	6879	5184
2281	6882	5181
2282	6885	5178
2283	6889	5175
2284	6891	5172
2285	6895	5169
2286	6897	5166
2287	6901	5164
2288	6904	5161
2289	6907	5158
2290	6910	5155
2291	6914	5152
2292	6916	5149
2293	6919	5146
2294	6922	5143
2295	6926	5140
2296	6928	5136
2297	6932	5134
2298	6935	5131
2299	6938	5128
2300	6941	5125
2301	6944	5122
2302	6947	5119
2303	6950	5116
2304	6953	5113
2305	6956	5110
2306	6960	5107
2307	6963	5104
2308	6966	5102
2309	6969	5099
2310	6973	5096
2311	6976	5093
2312	6979	5090
2313	6981	5086
2314	6985	5084
2315	6989	5082
2316	6993	5079
2317	6995	5076
2318	6998	5073
2319	7002	5070
2320	7005	5067
2321	7008	5064
2322	7012	5062
2323	7015	5059
2324	7018	5056
2325	7022	5053
2326	7025	5050
2327	7028	5047
2328	7030	5044
2329	7033	5041
2330	7037	5038
2331	7041	5036
2332	7044	5033
2333	7047	5030
2334	7050	5027
2335	7054	5024
2336	7056	5021
2337	7060	5019
2338	7064	5016
2339	7066	5013
2340	7070	5010
2341	7073	5007
2342	7076	5004
2343	7080	5002
2344	7083	4999
2345	7086	4996
2346	7090	4993
2347	7092	4990
2348	7096	4988
2349	7099	4984
2350	7102	4981
2351	7105	4978
2352	7109	4976
2353	7113	4974
2354	7117	4971
2355	7120	4968
2356	7123	4965
2357	7127	4963
2358	7131	4960
2359	7134	4957
2360	7137	4954
2361	7140	4951
2362	7144	4949
2363	7147	4946
2364	7151	4943
2365	7154	4940
2366	7157	4937
2367	7159	4934
2368	7163	4932
2369	7166	4929
2370	7169	4925
2371	7172	4922
2372	7175	4919
2373	7178	4916
2374	7181	4913
2375	7184	4910
2376	7187	4907
2377	7190	4904
2378	7194	4902
2379	7197	4899
2380	7200	4896
2381	7203	4893
2382	7207	4890
2383	7210	4887
2384	7213	4884
2385	7217	4882
2386	7220	4879
2387	7224	4876
2388	7227	4873
2389	7229	4870
2390	7233	4867
2391	7236	4864
2392	7240	4862
2393	7243	4859
2394	7245	4855
2395	7248	4852
2396	7251	4849
2397	7254	4846
2398	7257	4843
2399	7260	4840
2400	7263	4837
2401	7267	4835
2402	7270	4831
2403	7273	4828
2404	7276	4825
2405	7280	4823
2406	7283	4820
2407	7287	4817
2408	7290	4814
2409	7293	4812
2410	7297	4809
2411	7301	4807
2412	7305	4804
2413	7308	4801
2414	7311	4798
2415	7315	4796
2416	7319	4793
2417	7322	4791
2418	7326	4788
2419	7329	4785
2420	7333	4783
2421	7337	4780
2422	7340	4777
2423	7343	4774
2424	7346	4771
2425	7349	4768
2426	7352	4765
2427	7355	4762
2428	7358	4759
2429	7361	4756
2430	7364	4753
2431	7367	4749
2432	7370	4747
2433	7373	4743
2434	7375	4740
2435	7379	4737
2436	7382	4734
2437	7385	4731
2438	7388	4728
2439	7391	4726
2440	7395	4723
2441	7398	4720
2442	7401	4717
2443	7404	4714
2444	7407	4711
2445	7410	4708
2446	7414	4705
2447	7416	4701
2448	7420	4699
2449	7422	4696
2450	7425	4692
2451	7429	4690
2452	7431	4686
2453	7435	4683
2454	7437	4680
2455	7441	4678
2456	7444	4675
2457	7447	4672
2458	7450	4669
2459	7453	4666
2460	7456	4663
2461	7459	4659
2462	7462	4656
2463	7465	4653
2464	7469	4651
2465	7472	4648
2466	7475	4645
2467	7477	4641
2468	7481	4639
2469	7484	4636
2470	7487	4633
2471	7491	4630
2472	7494	4627
2473	7498	4625
2474	7501	4621
2475	7504	4619
2476	7508	4616
2477	7510	4613
2478	7513	4610
2479	7517	4607
2480	7520	4604
2481	7524	4602
2482	7528	4599
2483	7531	4596
2484	7533	4592
2485	7536	4589
2486	7538	4586
2487	7542	4583
2488	7545	4580
2489	7548	4577
2490	7551	4574
2491	7555	4572
2492	7557	4568
2493	7561	4565
2494	7564	4563
2495	7567	4559
2496	7570	4557
2497	7574	4554
2498	7576	4550
2499	7579	4547
2500	7582	4544
2501	7585	4541
2502	7589	4538
2503	7592	4535
2504	7594	4532
2505	7597	4529
2506	7600	4526
2507	7603	4523
2508	7606	4520
2509	7609	4517
2510	7613	4514
2511	7616	4511
2512	7620	4509
2513	7622	4505
2514	7624	4502
2515	7628	4499
2516	7632	4496
2517	7634	4493
2518	7638	4491
2519	7643	4488
2520	7646	4486
2521	7650	4483
2522	7654	4480
2523	7656	4477
2524	7660	4475
2525	7663	4472
2526	7667	4469
2527	7671	4467
2528	7674	4463
2529	7678	4461
2530	7681	4458
2531	7683	4455
2532	7687	4452
2533	7689	4448
2534	7691	4444
2535	7694	4441
2536	7695	4438
2537	7698	4434
2538	7701	4431
2539	7705	4429
2540	7708	4425
2541	7712	4423
2542	7714	4419
2543	7717	4416
2544	7720	4413
2545	7723	4411
2546	7727	4408
2547	7729	4404
2548	7732	4401
2549	7735	4398
2550	7737	4395
2551	7740	4392
2552	7744	4389
2553	7747	4386
2554	7751	4384
2555	7755	4381
2556	7758	4378
2557	7761	4375
2558	7763	4371
2559	7766	4368
2560	7769	4365
2561	7773	4363
2562	7776	4360
2563	7779	4357
2564	7782	4354
2565	7786	4351
2566	7790	4348
2567	7792	4345
2568	7795	4342
2569	7798	4339
2570	7801	4336
2571	7803	4332
2572	7806	4329
2573	7810	4326
2574	7813	4323
2575	7816	4320
2576	7820	4318
2577	7822	4314
2578	7824	4311
2579	7827	4308
2580	7831	4305
2581	7834	4302
2582	7837	4299
2583	7840	4296
2584	7843	4293
2585	7846	4290
2586	7849	4287
2587	7851	4283
2588	7854	4280
2589	7857	4277
2590	7860	4274
2591	7863	4271
2592	7867	4268
2593	7870	4266
2594	7874	4263
2595	7878	4260
2596	7881	4257
2597	7885	4255
2598	7889	4252
2599	7892	4249
2600	7895	4246
2601	7898	4243
2602	7901	4240
2603	7905	4238
2604	7908	4235
2605	7910	4231
2606	7914	4228
2607	7916	4225
2608	7920	4222
2609	7923	4219
2610	7925	4216
2611	7928	4213
2612	7931	4210
2613	7935	4207
2614	7937	4203
2615	7940	4200
2616	7943	4197
2617	7947	4195
2618	7949	4191
2619	7953	4189
2620	7956	4186
2621	7958	4182
2622	7962	4180
2623	7966	4177
2624	7969	4174
2625	7972	4171
2626	7974	4167
2627	7977	4164
2628	7980	4162
2629	7983	4158
2630	7986	4155
2631	7989	4152
2632	7992	4149
2633	7994	4146
2634	7998	4143
2635	8002	4140
2636	8004	4137
2637	8007	4134
2638	8011	4131
2639	8014	4128
2640	8017	4125
2641	8020	4122
2642	8023	4119
2643	8026	4116
2644	8029	4113
2645	8032	4110
2646	8035	4107
2647	8038	4104
2648	8041	4101
2649	8043	4097
2650	8047	4094
2651	8050	4092
2652	8054	4089
2653	8056	4085
2654	8060	4083
2655	8062	4079
2656	8065	4076
2657	8067	4073
2658	8070	4070
2659	8073	4067
2660	8076	4064
2661	8080	4061
2662	8083	4058
2663	8086	4055
2664	8088	4051
2665	8091	4048
2666	8094	4045
2667	8097	4042
2668	8099	4039
2669	8102	4036
2670	8105	4033
2671	8108	4030
2672	8112	4027
2673	8114	4023
2674	8117	4020
2675	8121	4018
2676	8123	4014
2677	8126	4011
2678	8129	4008
2679	8133	4006
2680	8136	4002
2681	8138	3999
2682	8142	3996
2683	8145	3993
2684	8148	3990
2685	8151	3987
2686	8154	3984
2687	8157	3981
2688	8161	3979
2689	8164	3976
2690	8168	3973
2691	8172	3970
2692	8175	3967
2693	8178	3964
2694	8181	3961
2695	8184	3958
2696	8188	3956
2697	8192	3953
2698	8194	3949
2699	8197	3946
2700	8200	3943
2701	8202	3940
2702	8205	3937
2703	8208	3934
2704	8212	3931
2705	8214	3928
2706	8217	3924
2707	8219	3921
2708	8223	3918
2709	8225	3915
2710	8229	3912
2711	8232	3909
2712	8236	3907
2713	8239	3904
2714	8242	3901
2715	8244	3897
2716	8248	3894
2717	8251	3891
2718	8254	3888
2719	8257	3885
2720	8260	3882
2721	8263	3879
2722	8266	3876
2723	8270	3874
2724	8273	3871
2725	8275	3867
2726	8277	3864
2727	8281	3861
2728	8284	3858
2729	8287	3855
2730	8290	3852
2731	8294	3849
2732	8297	3846
2733	8299	3843
2734	8305	3841
2735	8310	3839
2736	8317	3837
2737	8322	3835
2738	8327	3833
2739	8332	3831
2740	8338	3829
2741	8343	3827
2742	8347	3825
2743	8351	3822
2744	8354	3819
2745	8356	3816
2746	8360	3813
2747	8364	3810
2748	8367	3807
2749	8371	3805
2750	8374	3802
2751	8377	3799
2752	8381	3796
2753	8384	3793
2754	8387	3790
2755	8389	3786
2756	8391	3783
2757	8394	3780
2758	8397	3777
2759	8401	3774
2760	8403	3771
2761	8407	3768
2762	8409	3765
2763	8413	3762
2764	8417	3759
2765	8419	3756
2766	8423	3753
2767	8426	3750
2768	8429	3747
2769	8431	3743
2770	8433	3740
2771	8437	3737
2772	8441	3735
2773	8443	3731
2774	8446	3728
2775	8449	3725
2776	8452	3722
2777	8456	3719
2778	8459	3716
2779	8462	3713
2780	8466	3711
2781	8468	3707
2782	8472	3704
2783	8475	3701
2784	8478	3698
2785	8482	3696
2786	8484	3692
2787	8487	3689
2788	8489	3686
2789	8492	3683
2790	8496	3680
2791	8499	3677
2792	8502	3674
2793	8504	3671
2794	8508	3668
2795	8510	3664
2796	8514	3662
2797	8518	3659
2798	8522	3656
2799	8525	3653
2800	8528	3650
2801	8532	3647
2802	8535	3644
2803	8537	3641
2804	8541	3638
2805	8543	3635
2806	8545	3631
2807	8547	3628
2808	8551	3625
2809	8554	3622
2810	8556	3619
2811	8560	3616
2812	8562	3613
2813	8566	3610
2814	8569	3607
2815	8573	3604
2816	8575	3601
2817	8578	3598
2818	8581	3595
2819	8584	3592
2820	8588	3589
2821	8591	3586
2822	8593	3582
2823	8597	3580
2824	8600	3577
2825	8603	3574
2826	8606	3570
2827	8610	3568
2828	8612	3565
2829	8615	3561
2830	8619	3559
2831	8621	3555
2832	8624	3552
2833	8627	3549
2834	8631	3546
2835	8635	3544
2836	8638	3541
2837	8641	3538
2838	8644	3535
2839	8647	3532
2840	8650	3528
2841	8653	3525
2842	8655	3522
2843	8658	3519
2844	8661	3516
2845	8664	3513
2846	8667	3510
2847	8669	3506
2848	8673	3504
2849	8675	3500
2850	8679	3497
2851	8681	3494
2852	8684	3491
2853	8687	3488
2854	8690	3485
2855	8692	3481
2856	8696	3479
2857	8699	3476
2858	8702	3473
2859	8705	3470
2860	8708	3466
2861	8711	3463
2862	8714	3460
2863	8717	3457
2864	8721	3455
2865	8725	3452
2866	8728	3449
2867	8731	3446
2868	8734	3443
2869	8737	3440
2870	8741	3437
2871	8743	3434
2872	8746	3431
2873	8750	3428
2874	8754	3425
2875	8756	3422
2876	8759	3419
2877	8762	3416
2878	8764	3412
2879	8767	3409
2880	8769	3406
2881	8772	3403
2882	8776	3400
2883	8779	3397
2884	8782	3394
2885	8785	3391
2886	8788	3388
2887	8790	3384
2888	8792	3381
2889	8796	3378
2890	8799	3375
2891	8802	3372
2892	8805	3369
2893	8808	3366
2894	8811	3363
2895	8814	3360
2896	8817	3357
2897	8820	3354
2898	8824	3351
2899	8827	3348
2900	8830	3345
2901	8833	3342
2902	8837	3339
2903	8840	3336
2904	8843	3333
2905	8846	3330
2906	8849	3327
2907	8851	3324
2908	8854	3320
2909	8857	3317
2910	8861	3314
2911	8864	3312
2912	8867	3308
2913	8870	3305
2914	8873	3302
2915	8876	3299
2916	8879	3296
2917	8883	3293
2918	8887	3291
2919	8889	3287
2920	8892	3284
2921	8896	3282
2922	8899	3279
2923	8902	3276
2924	8905	3272
2925	8909	3270
2926	8911	3266
2927	8914	3263
2928	8917	3260
2929	8920	3257
2930	8924	3255
2931	8928	3252
2932	8931	3249
2933	8934	3246
2934	8937	3243
2935	8940	3240
2936	8944	3237
2937	8947	3234
2938	8951	3231
2939	8953	3228
2940	8956	3225
2941	8958	3221
2942	8963	3219
2943	8965	3215
2944	8968	3212
2945	8970	3209
2946	8973	3206
2947	8976	3203
2948	8979	3200
2949	8982	3197
2950	8984	3193
2951	8987	3190
2952	8990	3187
2953	8993	3184
2954	8996	3181
2955	8999	3178
2956	9002	3175
2957	9005	3172
2958	9009	3169
2959	9012	3166
2960	9015	3163
2961	9018	3160
2962	9021	3157
2963	9024	3154
2964	9027	3151
2965	9031	3148
2966	9035	3145
2967	9038	3142
2968	9041	3139
2969	9043	3136
2970	9046	3133
2971	9049	3130
2972	9052	3127
2973	9056	3124
2974	9059	3121
2975	9063	3118
2976	9066	3115
2977	9069	3112
2978	9072	3109
2979	9075	3106
2980	9078	3103
2981	9082	3100
2982	9085	3097
2983	9089	3094
2984	9091	3091
2985	9095	3088
2986	9097	3085
2987	9101	3082
2988	9104	3079
2989	9108	3076
2990	9110	3073
2991	9113	3070
2992	9116	3067
2993	9119	3064
2994	9122	3061
2995	9124	3057
2996	9127	3054
2997	9131	3051
2998	9134	3049
2999	9137	3045
3000	9140	3042
3001	9143	3039
3002	9146	3036
3003	9149	3033
3004	9152	3030
3005	9155	3027
3006	9158	3024
3007	9161	3021
3008	9164	3018
3009	9167	3015
3010	9171	3012
3011	9173	3009
3012	9176	3006
3013	9180	3003
3014	9182	3000
3015	9186	2997
3016	9190	2994
3017	9192	2991
3018	9195	2988
3019	9199	2985
3020	9202	2982
3021	9205	2979
3022	9207	2975
3023	9210	2972
3024	9213	2969
3025	9217	2966
3026	9219	2963
3027	9222	2960
3028	9225	2957
3029	9229	2954
3030	9232	2951
3031	9235	2948
3032	9238	2945
3033	9240	2942
3034	9243	2939
3035	9246	2936
3036	9250	2933
3037	9254	2930
3038	9258	2927
3039	9261	2924
3040	9264	2921
3041	9267	2918
3042	9269	2915
3043	9271	2911
3044	9274	2908
3045	9277	2905
3046	9280	2902
3047	9283	2899
3048	9287	2896
3049	9290	2893
3050	9293	2890
3051	9297	2887
3052	9300	2884
3053	9303	2881
3054	9307	2879
3055	9309	2875
3056	9312	2872
3057	9315	2869
3058	9318	2866
3059	9321	2863
3060	9325	2860
3061	9328	2857
3062	9331	2854
3063	9334	2851
3064	9336	2848
3065	9339	2845
3066	9343	2842
3067	9346	2839
3068	9348	2835
3069	9351	2832
3070	9354	2829
3071	9357	2826
3072	9360	2823
3073	9363	2820
3074	9365	2817
3075	9368	2814
3076	9371	2811
3077	9373	2807
3078	9377	2805
3079	9381	2802
3080	9384	2799
3081	9387	2796
3082	9391	2793
3083	9394	2790
3084	9397	2787
3085	9401	2784
3086	9404	2781
3087	9407	2778
3088	9410	2775
3089	9412	2772
3090	9416	2769
3091	9419	2766
3092	9422	2763
3093	9426	2760
3094	9429	2757
3095	9432	2754
3096	9436	2751
3097	9439	2748
3098	9442	2745
3099	9445	2742
3100	9449	2739
3101	9452	2736
3102	9455	2733
3103	9458	2730
3104	9461	2727
3105	9463	2724
3106	9466	2720
3107	9468	2717
3108	9472	2714
3109	9475	2711
3110	9477	2708
3111	9481	2705
3112	9483	2702
3113	9487	2699
3114	9490	2696
3115	9494	2693
3116	9496	2690
3117	9500	2687
3118	9504	2684
3119	9506	2681
3120	9509	2678
3121	9512	2675
3122	9514	2671
3123	9518	2668
3124	9521	2665
3125	9525	2663
3126	9528	2660
3127	9532	2657
3128	9535	2654
3129	9538	2651
3130	9541	2648
3131	9544	2645
3132	9548	2642
3133	9551	2639
3134	9555	2636
3135	9558	2633
3136	9561	2630
3137	9564	2627
3138	9568	2624
3139	9571	2621
3140	9574	2618
3141	9578	2615
3142	9581	2612
3143	9584	2609
3144	9589	2606
3145	9591	2603
3146	9592	2600
3147	9595	2596
3148	9598	2593
3149	9602	2591
3150	9605	2587
3151	9608	2584
3152	9611	2581
3153	9613	2578
3154	9617	2575
3155	9620	2572
3156	9623	2569
3157	9627	2567
3158	9632	2564
3159	9635	2561
3160	9639	2558
3161	9642	2555
3162	9645	2552
3163	9648	2549
3164	9651	2546
3165	9655	2543
3166	9657	2540
3167	9661	2537
3168	9663	2534
3169	9667	2531
3170	9669	2527
3171	9672	2524
3172	9675	2521
3173	9678	2518
3174	9681	2515
3175	9684	2512
3176	9687	2509
3177	9690	2506
3178	9693	2503
3179	9695	2500
3180	9699	2497
3181	9702	2494
3182	9706	2491
3183	9709	2488
3184	9713	2485
3185	9716	2482
3186	9719	2479
3187	9723	2476
3188	9726	2473
3189	9730	2470
3190	9733	2467
3191	9736	2464
3192	9740	2461
3193	9743	2458
3194	9745	2455
3195	9747	2452
3196	9750	2449
3197	9753	2446
3198	9756	2443
3199	9760	2440
3200	9762	2436
3201	9766	2433
3202	9768	2430
3203	9771	2427
3204	9774	2424
3205	9778	2421
3206	9781	2418
3207	9784	2415
3208	9787	2412
3209	9790	2409
3210	9794	2406
3211	9797	2403
3212	9799	2400
3213	9803	2397
3214	9805	2394
3215	9809	2391
3216	9813	2388
3217	9815	2385
3218	9819	2382
3219	9822	2379
3220	9825	2376
3221	9829	2373
3222	9832	2370
3223	9835	2367
3224	9838	2364
3225	9841	2361
3226	9845	2358
3227	9848	2355
3228	9851	2352
3229	9853	2349
3230	9855	2345
3231	9859	2342
3232	9861	2339
3233	9864	2336
3234	9868	2333
3235	9872	2330
3236	9876	2327
3237	9879	2324
3238	9882	2321
3239	9885	2318
3240	9888	2315
3241	9890	2312
3242	9893	2309
3243	9897	2306
3244	9900	2303
3245	9903	2300
3246	9906	2297
3247	9910	2294
3248	9914	2291
3249	9917	2288
3250	9920	2285
