iter	RMSE
559	541.8679921
560	541.6548711
561	541.4375893
562	541.1402708
563	540.9490058
564	540.7890788
565	540.6606624
566	540.5276185
567	540.280576
568	540.1827077
569	540.0840051
570	539.9766514
571	539.8580078
572	539.6672112
573	539.5309987
574	539.277903
575	539.1460584
576	539.024155
577	538.842533
578	538.6658252
579	538.587125
580	538.4754067
581	538.3409375
582	538.1949451
583	537.9876133
584	537.8361826
585	537.721211
586	537.5365666
587	537.3875822
588	537.2406177
589	537.0287448
590	536.843841
591	536.738555
592	536.6359508
593	536.5177919
594	536.4156183
595	536.2549747
596	536.1541695
597	535.9576915
598	535.8152184
599	535.5837581
600	535.462723
601	535.3262666
602	535.1985644
603	535.0712962
604	534.9748485
605	534.8803888
606	534.7742965
607	534.6410599
608	534.4405265
609	534.3140158
610	534.1270896
611	534.0475697
612	533.9038179
613	533.695409
614	533.4836474
615	533.3730485
616	533.2160989
617	533.0212918
618	532.9242619
619	532.7013271
620	532.589713
621	532.494814
622	532.3528982
623	532.2567845
624	532.1494636
625	532.0121818
626	531.9409289
627	531.846741
628	531.7495961
629	531.6463511
630	531.5515997
631	531.4423695
632	531.3475162
633	531.1220897
634	531.0674109
635	530.9769094
636	530.8625902
637	530.790711
638	530.6947122
639	530.6363852
640	530.4596447
641	530.3657304
642	530.1830875
643	530.0797995
644	529.9800145
645	529.8097675
646	529.7041032
647	529.6204116
648	529.5535074
649	529.484995
650	529.3697793
651	529.221932
652	529.0861793
653	528.8709868
654	528.7352473
655	528.6501906
656	528.5589113
657	528.4327622
658	528.3961137
659	528.2900893
660	528.2039759
661	528.1477791
662	528.0221573
663	527.9618416
664	527.8704129
665	527.7697093
666	527.6622194
667	527.5180976
668	527.453248
669	527.3926716
670	527.3013403
671	527.2407136
672	527.0988283
673	527.0206796
674	526.9322198
675	526.7413543
676	526.7007327
677	526.5466068
678	526.4252292
679	526.2894431
680	526.2012649
681	526.0484798
682	525.9810868
683	525.8772554
684	525.7684495
685	525.637239
686	525.5338341
687	525.4471481
688	525.3607943
689	525.2547862
690	525.184943
691	525.098329
692	524.9227889
693	524.8587841
694	524.7238153
695	524.6602599
696	524.5920359
697	524.5247905
698	524.4377637
699	524.3735448
700	524.2050072
701	524.1688316
702	524.0510685
703	523.9561611
704	523.894966
705	523.8485067
706	523.7227511
707	523.6315149
708	523.5686703
709	523.4015736
710	523.2742831
711	523.2049661
712	523.1140455
713	523.0259706
714	522.9201357
715	522.702562
716	522.5835796
717	522.2762411
718	522.208107
719	522.1291732
720	522.0118772
721	521.9642268
722	521.8790085
723	521.7586861
724	521.69329
725	521.6099877
726	521.5123598
727	521.4078875
728	521.3328959
729	521.2523349
730	521.1153518
731	521.0176462
732	520.9211187
733	520.8283569
734	520.7598754
735	520.6406186
736	520.5171372
737	520.4277484
738	520.3418034
739	520.2628169
740	520.1278663
741	519.9780518
742	519.9056669
743	519.814745
744	519.6213628
745	519.5373817
746	519.5037691
747	519.4236441
748	519.3798506
749	519.2446245
750	519.1741008
751	519.1066856
752	519.0273488
753	518.8735894
754	518.7814093
755	518.7209009
756	518.6009408
757	518.5313201
758	518.4443645
759	518.3866883
760	518.2248652
761	517.8980157
762	517.7804165
763	517.7375471
764	517.6122296
765	517.5592907
766	517.4953132
767	517.4454503
768	517.4088457
769	517.3555971
770	517.3225476
771	517.22934
772	517.161022
773	517.0929522
774	516.980345
775	516.8305881
776	516.6631516
777	516.6005675
778	516.5215558
779	516.4312022
780	516.3996794
781	516.2031723
782	516.1121411
783	516.0630305
784	515.9918843
785	515.9394231
786	515.832972
787	515.7280139
788	515.6550468
789	515.5868098
790	515.5142737
791	515.4438884
792	515.3858986
793	515.304091
794	515.1880614
795	515.1371982
796	514.9829188
797	514.8669907
798	514.7903109
799	514.7152254
800	514.6393714
801	514.6047923
802	514.4807239
803	514.4325312
804	514.3898904
805	514.2454711
806	514.0972765
807	514.0168388
808	513.9183691
809	513.8237861
810	513.6095924
811	513.5369016
812	513.4042397
813	513.3448395
814	513.3092076
815	513.2269382
816	513.0827195
817	513.0133627
818	512.9600898
819	512.9075465
820	512.8305231
821	512.7783061
822	512.7395214
823	512.666859
824	512.6201796
825	512.4697541
826	512.4010821
827	512.289086
828	512.1635734
829	512.1355305
830	512.052623
831	511.9910276
832	511.8878032
833	511.770346
834	511.6486739
835	511.5319725
836	511.4877111
837	511.345476
838	511.3165427
839	511.1818745
840	511.0886621
841	511.030232
842	510.9833467
843	510.8990966
844	510.8513895
845	510.831876
846	510.7801492
847	510.7136635
848	510.6687644
849	510.6122169
850	510.407377
851	510.3286496
852	510.244244
853	510.1587861
854	510.0858112
855	510.0087538
856	509.9236396
857	509.7741808
858	509.7067403
859	509.6668221
860	509.5834526
861	509.4698207
862	509.4380582
863	509.3677426
864	509.2400508
865	509.1382678
866	509.0348764
867	508.9704973
868	508.8563742
869	508.8325478
870	508.7857924
871	508.7144292
872	508.6406958
873	508.5530981
874	508.4325513
875	508.3664343
876	508.2757191
877	508.1804513
878	508.0950167
879	508.0350395
880	507.928067
881	507.8183295
882	507.7457519
883	507.6176128
884	507.4786186
885	507.4350688
886	507.3054723
887	507.2523021
888	507.1140065
889	506.9688476
890	506.9326726
891	506.7852602
892	506.6509879
893	506.5900382
894	506.5150978
895	506.4312273
896	506.3315614
897	506.247605
898	506.0971512
899	506.0094774
900	505.9700519
901	505.8770735
902	505.8388971
903	505.7870347
904	505.7060902
905	505.6729846
906	505.594835
907	505.489868
908	505.4612741
909	505.2770762
910	505.1073327
911	505.0497474
912	504.9991224
913	504.935993
914	504.8740653
915	504.7993476
916	504.7228518
917	504.6473081
918	504.5430915
919	504.3490347
920	504.2607484
921	504.2240709
922	504.1459987
923	504.088845
924	504.0270672
925	503.9881951
926	503.9161058
927	503.7873115
928	503.663727
929	503.5651798
930	503.4772939
931	503.4331604
932	503.3424956
933	503.2708568
934	503.2179139
935	503.1584638
936	503.1064707
937	503.0366071
938	502.9446073
939	502.8747876
940	502.8219536
941	502.7444601
942	502.7048364
943	502.6537582
944	502.5668943
945	502.4792692
946	502.417384
947	502.2830596
948	502.2240302
949	502.200085
950	502.0401088
951	501.9541134
952	501.9042337
953	501.8658519
954	501.7887976
955	501.7470766
956	501.6411051
957	501.6086865
958	501.5619198
959	501.4943328
960	501.4532879
961	501.3477207
962	501.2958445
963	501.23365
964	501.0431902
965	500.9338976
966	500.8929998
967	500.8409741
968	500.8046932
969	500.7597331
970	500.6999186
971	500.584809
972	500.5467511
973	500.3650246
974	500.3332643
975	500.296595
976	500.2567708
977	500.2270609
978	500.1507936
979	500.0874039
980	500.0442496
981	499.9501922
982	499.9044489
983	499.8508127
984	499.7808638
985	499.6554727
986	499.6078061
987	499.5042155
988	499.4454436
989	499.4027884
990	499.3678132
991	499.3046498
992	499.2753012
993	499.2354249
994	499.1510582
995	499.0524103
996	498.9940525
997	498.7578219
998	498.6152698
999	498.4662384
1000	498.4050005
1001	498.2576278
1002	498.1645276
1003	498.0836009
1004	497.8936193
1005	497.8356504
1006	497.7769757
1007	497.7131134
1008	497.6762918
1009	497.5996579
1010	497.5722378
1011	497.508479
1012	497.4561589
1013	497.3272425
1014	497.2198559
1015	497.2096207
1016	497.0771208
1017	497.0348452
1018	496.9626466
1019	496.9154195
1020	496.8769814
1021	496.8274145
1022	496.7396748
1023	496.7119354
1024	496.57255
1025	496.5153431
1026	496.4708627
1027	496.4337833
1028	496.3821301
1029	496.3408966
1030	496.2371216
1031	496.196618
1032	496.0787186
1033	495.9735466
1034	495.8949532
1035	495.8292357
1036	495.7494058
1037	495.672123
1038	495.6527213
1039	495.6187374
1040	495.582285
1041	495.4914023
1042	495.4313032
1043	495.3529378
1044	495.266232
1045	495.2283463
1046	495.1956825
1047	495.1523439
1048	495.0807373
1049	495.0459335
1050	494.9716104
1051	494.9072751
1052	494.8368062
1053	494.7729234
1054	494.7230215
1055	494.6798021
1056	494.5917395
1057	494.5511006
1058	494.5061016
1059	494.4267158
1060	494.3473222
1061	494.2840294
1062	494.0719149
1063	494.0362644
1064	493.9176975
1065	493.873722
1066	493.817597
1067	493.7619624
1068	493.6713411
1069	493.5763382
1070	493.5394628
1071	493.2948581
1072	493.1578156
1073	493.0909534
1074	492.8856322
1075	492.8483255
1076	492.7836315
1077	492.7380804
1078	492.6940088
1079	492.6475967
1080	492.5855381
1081	492.561446
1082	492.5333531
1083	492.5065835
1084	492.4480099
1085	492.375659
1086	492.3465041
1087	492.2807988
1088	492.0957097
1089	492.0545345
1090	491.9745238
1091	491.9275148
1092	491.8788604
1093	491.8460141
1094	491.8094132
1095	491.709367
1096	491.619263
1097	491.5768514
1098	491.5178736
1099	491.4667127
1100	491.306991
1101	491.2563157
1102	491.1930873
1103	491.1057785
1104	490.975748
1105	490.9322552
1106	490.8552901
1107	490.7420255
1108	490.6235076
1109	490.555816
1110	490.4868393
1111	490.2538083
1112	490.171148
1113	490.0083931
1114	489.955579
1115	489.9162909
1116	489.8731481
1117	489.8359257
1118	489.6741177
1119	489.6386036
1120	489.5929666
1121	489.5496806
1122	489.4814948
1123	489.4069147
1124	489.3460253
1125	489.1011633
1126	489.0670477
1127	489.0072043
1128	488.9285338
1129	488.876895
1130	488.8339124
1131	488.7289721
1132	488.7117703
1133	488.5839039
1134	488.5068947
1135	488.4739759
1136	488.4320128
1137	488.3281997
1138	488.2219614
1139	488.12386
1140	488.0508214
1141	487.9451983
1142	487.8741349
1143	487.7999451
1144	487.7178921
1145	487.5605077
1146	487.498306
1147	487.449708
1148	487.3719133
1149	487.3112132
1150	487.2385776
1151	487.1865607
1152	487.153842
1153	487.1209773
1154	487.0562104
1155	486.9347206
1156	486.7097557
1157	486.5535758
1158	486.4622362
1159	486.1650851
1160	486.1212386
1161	486.0506911
1162	485.9895387
1163	485.9334404
1164	485.8954021
1165	485.8382811
1166	485.7515865
1167	485.7061094
1168	485.6389449
1169	485.5248812
1170	485.4341
1171	485.3895074
1172	485.2884536
1173	485.1957305
1174	485.0652264
1175	484.8884875
1176	484.855147
1177	484.8265364
1178	484.7877492
1179	484.7468234
1180	484.6939428
1181	484.6267519
1182	484.5768352
1183	484.4571114
1184	484.402824
1185	484.3637452
1186	484.2391007
1187	484.2060558
1188	484.1266033
1189	483.9750555
1190	483.9267479
1191	483.8785188
1192	483.8312071
1193	483.8052307
1194	483.6131183
1195	483.5733419
1196	483.5289695
1197	483.484581
1198	483.4540178
1199	483.395495
1200	483.3105534
1201	483.2639782
1202	483.2175489
1203	483.1387739
1204	483.0461526
1205	482.9785591
1206	482.8381957
1207	482.8162967
1208	482.7733632
1209	482.7347315
1210	482.694696
1211	482.5755748
1212	482.4755511
1213	482.399366
1214	482.3656876
1215	482.3196215
1216	482.2504014
1217	482.1895862
1218	482.1384431
1219	481.9320153
1220	481.8220592
1221	481.7693765
1222	481.6797611
1223	481.6529599
1224	481.5788722
1225	481.4861518
1226	481.4604214
1227	481.4088515
1228	481.3401314
1229	481.250955
1230	481.1476659
1231	481.1008185
1232	481.0628155
1233	480.9665607
1234	480.7975113
1235	480.7286301
1236	480.639395
1237	480.5332579
1238	480.4407728
1239	480.392678
1240	480.3486587
1241	480.3098869
1242	480.2663094
1243	480.0813012
1244	479.9089545
1245	479.7695436
1246	479.7439897
1247	479.6779869
1248	479.639635
1249	479.591126
1250	479.5727085
1251	479.5434183
1252	479.4421583
1253	479.2767102
1254	479.2018746
1255	479.1126438
1256	479.0389371
1257	478.9194625
1258	478.8888547
1259	478.8399671
1260	478.6981799
1261	478.575542
1262	478.5359559
1263	478.4953533
1264	478.4210158
1265	478.3239057
1266	478.2830003
1267	478.2394989
1268	478.1829403
1269	478.134595
1270	478.0573186
1271	478.0162333
1272	477.9378643
1273	477.9066287
1274	477.8383334
1275	477.8067049
1276	477.750253
1277	477.7143768
1278	477.6683353
1279	477.5975417
1280	477.5365724
1281	477.4957482
1282	477.4546655
1283	477.4085392
1284	477.3272101
1285	477.3109604
1286	477.2675901
1287	477.2347756
1288	477.2133915
1289	477.146798
1290	477.1202939
1291	477.0149457
1292	476.9934117
1293	476.9066751
1294	476.7507307
1295	476.6992009
1296	476.6022761
1297	476.5427998
1298	476.4138018
1299	476.3342536
1300	476.2694868
1301	476.22896
1302	476.1806614
1303	475.9580732
1304	475.9103172
1305	475.8919948
1306	475.8737503
1307	475.8037038
1308	475.7354953
1309	475.6447595
1310	475.6023479
1311	475.3393424
1312	475.2697605
1313	475.2099136
1314	475.1350613
1315	475.087124
1316	475.0694319
1317	475.0342108
1318	474.9760429
1319	474.8987884
1320	474.8476398
1321	474.8027019
1322	474.775559
1323	474.6414394
1324	474.6080322
1325	474.5175226
1326	474.4734309
1327	474.4391005
1328	474.328926
1329	474.2675572
1330	474.2331938
1331	474.1944971
1332	474.098364
1333	474.0427876
1334	473.9428903
1335	473.8982678
1336	473.8753267
1337	473.807279
1338	473.7144171
1339	473.5048382
1340	473.3656635
1341	473.3186086
1342	473.2688334
1343	473.1786079
1344	473.1217027
1345	473.0899115
1346	473.0530946
1347	472.8771897
1348	472.8629494
1349	472.8232236
1350	472.7613131
1351	472.7232705
1352	472.6794291
1353	472.6336333
1354	472.6128305
1355	472.5519069
1356	472.4973149
1357	472.396755
1358	472.3716465
1359	472.3168092
1360	472.1751588
1361	472.1484892
1362	472.0532896
1363	472.0195392
1364	471.9297704
1365	471.8766219
1366	471.8459241
1367	471.7145224
1368	471.6459993
1369	471.6038827
1370	471.5871631
1371	471.5571282
1372	471.5284523
1373	471.5033849
1374	471.2851515
1375	471.2096534
1376	471.1412344
1377	471.1117693
1378	470.9874296
1379	470.9196438
1380	470.8577527
1381	470.8212042
1382	470.7458283
1383	470.7232272
1384	470.6767648
1385	470.5201971
1386	470.4950289
1387	470.4452358
1388	470.4280218
1389	470.1722578
1390	470.0887506
1391	470.0482314
1392	470.0173273
1393	469.9720168
1394	469.9156692
1395	469.8951641
1396	469.8463052
1397	469.8318281
1398	469.8176174
1399	469.7908209
1400	469.7408443
1401	469.6770031
1402	469.6283241
1403	469.469568
1404	469.4472361
1405	469.4297264
1406	469.3088289
1407	469.2067647
1408	469.1360715
1409	469.0855785
1410	469.0170844
1411	468.9686921
1412	468.8820144
1413	468.7815646
1414	468.6507682
1415	468.5477762
1416	468.5122527
1417	468.4878475
1418	468.3510849
1419	468.2617825
1420	468.2410938
1421	468.2062195
1422	468.1412221
1423	468.032047
1424	468.0026121
1425	467.9843131
1426	467.768427
1427	467.7363475
1428	467.7013857
1429	467.6395088
1430	467.554941
1431	467.4875506
1432	467.4664584
1433	467.4376726
1434	467.3886838
1435	467.3412289
1436	467.3237159
1437	467.2701767
1438	467.2025894
1439	467.1581275
1440	467.0764601
1441	467.0334537
1442	466.999311
1443	466.9816816
1444	466.9481829
1445	466.8217127
1446	466.8069964
1447	466.7462499
1448	466.7035532
1449	466.665144
1450	466.6152321
1451	466.5908351
1452	466.5358349
1453	466.4946394
1454	466.3227555
1455	466.2701484
1456	466.2398216
1457	466.1989767
1458	466.1539607
1459	466.137631
1460	466.0433708
1461	466.0184051
1462	465.9345567
1463	465.901039
1464	465.8754308
1465	465.7656731
1466	465.7393605
1467	465.7156825
1468	465.6908827
1469	465.488217
1470	465.4648445
1471	465.3736533
1472	465.3549375
1473	465.3065858
1474	465.2922304
1475	465.2640434
1476	465.2287826
1477	465.1830767
1478	465.0837716
1479	465.0483239
1480	464.9761856
1481	464.9232454
1482	464.8686357
1483	464.7844629
1484	464.7511429
1485	464.7095386
1486	464.6542514
1487	464.5204206
1488	464.4888227
1489	464.4381121
1490	464.4277178
1491	464.3876231
1492	464.3093687
1493	464.0924787
1494	464.0706613
1495	464.0238452
1496	463.8961055
1497	463.8605893
1498	463.8260424
1499	463.7910458
1500	463.7567339
1501	463.6512899
1502	463.5816408
1503	463.5427666
1504	463.5266085
1505	463.4938088
1506	463.4457942
1507	463.3722217
1508	463.3446212
1509	463.3278605
1510	463.2874835
1511	463.1961027
1512	463.1651517
1513	463.0953624
1514	463.0310051
1515	462.9473615
1516	462.9194594
1517	462.8798266
1518	462.7935353
1519	462.7711185
1520	462.7540151
1521	462.7027649
1522	462.6524071
1523	462.581007
1524	462.5341413
1525	462.4002741
1526	462.3852792
1527	462.3667756
1528	462.3389997
1529	462.306093
1530	462.2940985
1531	462.2131469
1532	462.1984572
1533	462.1757888
1534	462.0962281
1535	462.0794804
1536	462.0166452
1537	461.9159276
1538	461.8765651
1539	461.8272931
1540	461.7494663
1541	461.6963872
1542	461.6140102
1543	461.519471
1544	461.4847768
1545	461.4226333
1546	461.3502855
1547	461.2865537
1548	461.2262581
1549	461.1645387
1550	461.1227743
1551	460.973933
1552	460.9654705
1553	460.7867223
1554	460.7724331
1555	460.7108613
1556	460.676555
1557	460.5290912
1558	460.4463086
1559	460.4108603
1560	460.3604606
1561	460.2679042
1562	460.1837306
1563	460.1515216
1564	460.1213385
1565	460.0353383
1566	460.0136947
1567	459.9803381
1568	459.9484437
1569	459.9016084
1570	459.8886558
1571	459.8655489
1572	459.8273284
1573	459.7994753
1574	459.74559
1575	459.6520114
1576	459.6258444
1577	459.6082572
1578	459.5851453
1579	459.5533312
1580	459.5037107
1581	459.3275662
1582	459.3078305
1583	459.2300282
1584	459.2129446
1585	459.1997155
1586	459.1490994
1587	459.1272836
1588	459.0214658
1589	458.9756012
1590	458.9475351
1591	458.898383
1592	458.862567
1593	458.8140644
1594	458.7545475
1595	458.6783534
1596	458.6545917
1597	458.6410732
1598	458.616592
1599	458.5862732
1600	458.5676066
1601	458.5229429
1602	458.4525002
1603	458.4355885
1604	458.3503419
1605	458.3287063
1606	458.3138624
1607	458.2377181
1608	458.2150304
1609	458.1102883
1610	457.9257421
1611	457.729419
1612	457.6999743
1613	457.6119616
1614	457.5978884
1615	457.5500155
1616	457.424901
1617	457.3760885
1618	457.3254306
1619	457.3003885
1620	457.2677183
1621	457.2129889
1622	457.1831793
1623	457.1372455
1624	457.0991721
1625	457.0880771
1626	457.0611804
1627	457.042382
1628	457.0290229
1629	457.0057713
1630	456.9452432
1631	456.8963473
1632	456.8639558
1633	456.8433557
1634	456.8230135
1635	456.7086303
1636	456.6839631
1637	456.5896547
1638	456.5637785
1639	456.5013811
1640	456.4762179
1641	456.454593
1642	456.3350732
1643	456.2695238
1644	456.2020387
1645	456.1888437
1646	455.9872423
1647	455.9597126
1648	455.9301901
1649	455.8835646
1650	455.8382851
1651	455.8224938
1652	455.7770536
1653	455.7501615
1654	455.7302701
1655	455.6911981
1656	455.6678549
1657	455.6574072
1658	455.6351415
1659	455.6143043
1660	455.5808573
1661	455.5434585
1662	455.50388
1663	455.4699291
1664	455.4339397
1665	455.3761886
1666	455.3268848
1667	455.2203162
1668	455.1704261
1669	455.1329474
1670	455.0929135
1671	454.9414368
1672	454.9187338
1673	454.8567319
1674	454.7983398
1675	454.7754999
1676	454.6807791
1677	454.646979
1678	454.5499695
1679	454.5193889
1680	454.5027643
